symbol,date,open,high,low,close,volume,change,changePercent,vwap
^GSPC,2020-12-15,3666.41,3695.29,3659.62,3694.62,4387080000,28.21,0.76942,3683.18
^GSPC,2020-12-16,3696.25,3711.27,3688.57,3701.17,4067040000,4.92,0.13311,3700.34
^GSPC,2020-12-17,3713.65,3725.12,3710.87,3722.48,4192810000,8.83,0.23777,3719.49
^GSPC,2020-12-18,3722.39,3726.7,3685.84,3709.41,7097100000,-12.98,-0.3487,3707.32
^GSPC,2020-12-21,3684.28,3702.9,3636.48,3694.92,4748580000,10.64,0.28879,3678.1
^GSPC,2020-12-22,3698.08,3698.26,3676.16,3687.26,4053310000,-10.82,-0.29258,3687.23
^GSPC,2020-12-23,3693.42,3711.24,3689.28,3690.01,3779160000,-3.41,-0.09232635,3696.84
^GSPC,2020-12-24,3694.03,3703.82,3689.32,3703.06,1883780000,9.03,0.24445,3698.73
^GSPC,2020-12-28,3723.03,3740.51,3723.03,3735.36,3535460000,12.33,0.33118,3732.97
^GSPC,2020-12-29,3750.01,3756.12,3723.31,3727.04,3393290000,-22.97,-0.61253,3735.49
^GSPC,2020-12-30,3736.19,3744.63,3730.21,3732.04,3154850000,-4.15,-0.11108,3735.63
^GSPC,2020-12-31,3733.27,3760.2,3726.88,3756.07,3179040000,22.8,0.61072,3747.72
^GSPC,2021-01-04,3764.61,3769.99,3662.71,3700.65,5015000000,-63.96,-1.7,3711.12
^GSPC,2021-01-05,3698.02,3737.83,3695.07,3726.86,4591020000,28.84,0.77988,3719.92
^GSPC,2021-01-06,3712.2,3783.04,3705.34,3748.14,6064110000,35.94,0.96816,3745.51
^GSPC,2021-01-07,3764.71,3811.55,3764.71,3803.79,5099160000,39.08,1.04,3793.35
^GSPC,2021-01-08,3815.05,3826.69,3783.6,3824.68,4773040000,9.63,0.25242,3811.66
^GSPC,2021-01-11,3803.14,3817.86,3789.02,3799.61,4465430000,-3.53,-0.09281804,3802.16
^GSPC,2021-01-12,3801.62,3810.78,3776.51,3801.19,4994950000,-0.43,-0.01131097,3796.16
^GSPC,2021-01-13,3802.23,3820.96,3791.5,3809.84,4602510000,7.61,0.20015,3807.43
^GSPC,2021-01-14,3814.98,3823.6,3792.86,3795.54,5198480000,-19.44,-0.50957,3804.0
^GSPC,2021-01-15,3788.73,3788.73,3749.62,3768.25,5369820000,-20.48,-0.54055,3768.87
^GSPC,2021-01-19,3781.88,3804.53,3780.37,3798.91,5014440000,17.03,0.45031,3794.6
^GSPC,2021-01-20,3816.22,3859.75,3816.22,3851.85,4566190000,35.63,0.93365,3842.61
^GSPC,2021-01-21,3857.46,3861.45,3845.05,3853.07,4501760000,-4.39,-0.11381,3853.19
^GSPC,2021-01-22,3844.24,3852.31,3830.41,3841.47,5110890000,-2.77,-0.07205585,3841.4
^GSPC,2021-01-25,3851.68,3859.23,3797.16,3855.36,7000840000,3.68,0.09554272,3837.25
^GSPC,2021-01-26,3862.96,3870.9,3847.78,3849.62,6137500000,-13.34,-0.34533,3856.1
^GSPC,2021-01-27,3836.83,3836.83,3732.48,3750.77,9976520000,-86.06,-2.24,3773.36
^GSPC,2021-01-28,3755.75,3830.5,3755.75,3787.38,6992770000,31.63,0.84218,3791.21
^GSPC,2021-01-29,3778.05,3778.05,3694.12,3714.24,6643370000,-63.81,-1.69,3728.8
^GSPC,2021-02-01,3731.17,3784.32,3725.62,3773.86,5436230000,42.69,1.14,3761.27
^GSPC,2021-02-02,3791.84,3843.09,3791.84,3826.31,5514090000,34.47,0.90906,3820.41
^GSPC,2021-02-03,3840.27,3847.51,3816.68,3830.17,4864870000,-10.1,-0.263,3831.45
^GSPC,2021-02-04,3836.66,3872.42,3836.66,3871.74,4879240000,35.08,0.91434,3860.27
^GSPC,2021-02-05,3878.3,3894.56,3874.93,3886.83,4879470000,8.53,0.21994,3885.44
^GSPC,2021-02-08,3892.59,3915.77,3892.59,3915.59,4648360000,23.0,0.59087,3907.98
^GSPC,2021-02-09,3910.49,3918.35,3902.64,3911.23,4568320000,0.74,0.01892346,3910.74
^GSPC,2021-02-10,3920.78,3931.5,3884.94,3909.88,4837070000,-10.9,-0.27801,3908.77
^GSPC,2021-02-11,3916.4,3925.99,3890.39,3916.38,4590960000,-0.02,-0.00051067,3910.92
^GSPC,2021-02-12,3911.65,3937.23,3905.78,3934.83,4135060000,23.18,0.59259,3925.95
^GSPC,2021-02-16,3939.61,3950.43,3923.85,3932.59,5058990000,-7.02,-0.17819,3935.62
^GSPC,2021-02-17,3918.5,3933.61,3900.43,3931.33,4730650000,12.83,0.32742,3921.79
^GSPC,2021-02-18,3915.86,3921.98,3885.03,3913.97,4793650000,-1.89,-0.04826526,3906.99
^GSPC,2021-02-19,3921.16,3930.41,3903.07,3906.71,4845320000,-14.45,-0.36851,3913.4
^GSPC,2021-02-22,3885.55,3902.92,3874.71,3876.5,5917100000,-9.05,-0.23291,3884.71
^GSPC,2021-02-23,3857.07,3895.98,3805.59,3881.37,6296610000,24.3,0.63001,3860.98
