,ASF,Connectivity,Future_Drawdown
2010-06-25,0.43254046324315926,0.05258053351954317,0.04901506182014018
2010-06-26,0.43265407382310117,0.05328421203248142,0.047834524133865824
2010-06-28,0.4327733188593075,0.05344876598169356,0.027155892143493697
2010-06-29,0.4328863037608052,0.05058973199196507,0.027155892143493697
2010-06-30,0.4330081007366502,0.05129673779668542,0.027155892143493697
2010-07-01,0.4331254107445581,0.05107257545876607,0.027155892143493697
2010-07-02,0.4332195175043585,0.042390635773980986,0.027155892143493697
2010-07-03,0.43330154968225193,0.04454254132160401,0.027155892143493697
2010-07-04,0.4333892302166502,0.0449473411749626,0.027155892143493697
2010-07-05,0.4334832578012755,0.04416849573047616,0.027155892143493697
2010-07-06,0.4335836523042318,0.04501214373299974,0.027155892143493697
2010-07-07,0.43366559437966706,0.04162180743433185,0.027155892143493697
2010-07-08,0.43376406814984764,0.05690084467910155,0.027155892143493697
2010-07-09,0.4338692905175595,0.054035998769180825,0.027155892143493697
2010-07-10,0.43395592730460036,0.05386185131518874,0.027155892143493697
2010-07-11,0.43404236814167246,0.053794942961240946,0.027155892143493697
2010-07-12,0.43413589666988084,0.05287234539725405,0.027155892143493697
2010-07-13,0.434242051023671,0.04727317666178226,0.027155892143493697
2010-07-14,0.43434399170479876,0.05016528372919775,0.026357004313425834
2010-07-15,0.43443660064666206,0.05263124866833903,0.011815177253632658
2010-07-16,0.4345204814440736,0.059492872554107845,0.011815177253632658
2010-07-17,0.4345499017961802,0.05314563488631058,0.011815177253632658
2010-07-18,0.4345839874003808,0.05344890241376179,0.011815177253632658
2010-07-19,0.43454973466679936,0.05769786887217722,0.011815177253632658
2010-07-20,0.4345925503590582,0.05428878153352981,0.008870124593881977
2010-07-21,0.43463126212306646,0.05378582234765226,0.033003068334146804
2010-07-22,0.4346224019637466,0.059475300354404514,0.03898499037756235
2010-07-23,0.4346481679626974,0.0622118698058935,0.04194146702817983
2010-07-24,0.43467327101232134,0.06296728514920993,0.04194146702817983
2010-07-25,0.43469463527052926,0.06152546851028014,0.04194146702817983
2010-07-26,0.43469099075916606,0.059999945064288164,0.04194146702817983
2010-07-27,0.43470362433881243,0.05969038030866966,0.04194146702817983
2010-07-28,0.4346809314454619,0.06269146515561251,0.04194146702817983
2010-07-29,0.4346686763496603,0.06555095872668194,0.043810144748227406
2010-07-30,0.4346047650117797,0.0679360344920787,0.04804591476503257
2010-07-31,0.43452948000222524,0.06959173882464778,0.04804591476503257
2010-08-01,0.4344545665463454,0.0695796462071412,0.04804591476503257
2010-08-02,0.4343799564183854,0.0696161695358223,0.0530137576045887
2010-08-03,0.43435642546049325,0.06777290089310757,0.06571549885232275
2010-08-04,0.4343501536061186,0.06581338303882885,0.06571549885232275
2010-08-05,0.434358908895191,0.0679539164260181,0.06914549129730244
2010-08-06,0.4342642467427278,0.06703053608458688,0.06914549129730244
2010-08-07,0.4341475025281608,0.06581912827719938,0.06914549129730244
2010-08-08,0.43403133024321844,0.06586162812046271,0.06914549129730244
2010-08-09,0.4339157319528516,0.06583952690238135,0.06255401347284338
2010-08-10,0.4337892444965467,0.06507600066849784,0.04073808852897328
2010-08-11,0.43364268304821446,0.06691252188088015,0.04073808852897328
2010-08-12,0.43355756416283303,0.07596560617985938,0.04073808852897328
2010-08-13,0.43347709502531806,0.07630347272675911,0.04073808852897328
2010-08-14,0.43325819162137474,0.08032094805194037,0.04073808852897328
2010-08-15,0.4330419672377764,0.08471327524253418,0.04073808852897328
2010-08-16,0.4328471496383775,0.08571787746801296,0.04073808852897328
2010-08-17,0.432636740296143,0.09345250490953738,0.04073808852897328
2010-08-18,0.43238121903238447,0.09979526385506894,0.026496146565374325
2010-08-19,0.43215668353947667,0.09993765486053165,0.02216455018041833
2010-08-20,0.4319620008206209,0.09922743929412361,0.02216455018041833
2010-08-21,0.4317053243659826,0.09783561093116444,0.02216452330733295
2010-08-22,0.43145627831646854,0.09816619211083481,0.017034813147769022
2010-08-23,0.4312234907643419,0.0981251870518653,0.014786696244215896
2010-08-24,0.43099179706379304,0.09991125985207558,0.014786696244215896
2010-08-25,0.4307874791223516,0.09599418869113265,0.014786696244215896
2010-08-26,0.43057772069821737,0.09804425998203037,0.014786696244215896
2010-08-27,0.4303685524591183,0.09766171730048658,0.014786669007986017
2010-08-28,0.43023809868436574,0.09556974898043423,0.014786628153638218
2010-08-29,0.4301354115027334,0.09562388018262724,0.010514005654534694
2010-08-30,0.4300332913524934,0.09558483488541179,0.010514005654534694
2010-08-31,0.4299682039092435,0.09646775234943297,0.010514005654534694
2010-09-01,0.42981007018709955,0.09500374600713994,0.010514005654534694
2010-09-02,0.4297307654564043,0.0933264459109722,0.010514005654534694
2010-09-03,0.429716297171464,0.10571037054657888,0.010514005654534694
2010-09-04,0.42974382702884634,0.10081169201621282,0.010513953876861437
2010-09-05,0.4297711958120964,0.10090969476108406,0.01051380982869029
2010-09-06,0.4297983659055447,0.10096087824227473,0.010246506268467338
2010-09-07,0.4298254524498139,0.10111928485130789,0.010246506268467338
2010-09-08,0.4299107836057604,0.10243295751525813,0.010246506268467338
2010-09-09,0.42998759727977953,0.09401213250995942,0.010246506268467338
2010-09-10,0.4300424875624101,0.10026562318444415,0.010246506268467338
2010-09-11,0.4300947269312852,0.10005373537760638,0.010246506268467338
2010-09-12,0.43014724474671917,0.10004032716782554,0.010246506268467338
2010-09-13,0.43020000014146403,0.09993449406695741,0.010246506268467338
2010-09-14,0.4302504286074104,0.10421778934827348,0.010246506268467338
2010-09-15,0.4302826286496405,0.09662277450504704,0.010246506268467338
2010-09-16,0.43029861298865063,0.09478678028669531,0.010246506268467338
2010-09-17,0.43032503766846314,0.08280807566185061,0.010246506268467338
2010-09-18,0.43034398778169713,0.09137871946043802,0.010246506268467338
2010-09-19,0.43036540667803064,0.09019322825633644,0.010246506268467338
2010-09-20,0.43040095907303133,0.08587929207403233,0.009671607789630532
2010-09-21,0.4304191516560637,0.09196467263569844,0.008896897998721192
2010-09-22,0.43042072909975915,0.09115357011200172,0.008896897998721192
2010-09-23,0.43037033999176855,0.08825009110700266,0.008896897998721192
2010-09-24,0.4302968439797384,0.10164526839502976,0.008896897998721192
2010-09-25,0.43027113333936906,0.10645463493175297,0.008896897998721192
2010-09-26,0.4302497708909396,0.10653766127541747,0.008896897998721192
2010-09-27,0.4302304430151834,0.10643383761980899,0.008896897998721192
2010-09-28,0.4302105854000331,0.10647570505436058,0.0161636918649789
2010-09-29,0.4302021513028041,0.10886002712935924,0.0161636918649789
2010-09-30,0.4301697133450461,0.1074562135457373,0.0161636918649789
2010-10-01,0.4301348671110169,0.10773816101579482,0.0161636918649789
2010-10-02,0.43010980597847126,0.1102898442891035,0.0161636918649789
2010-10-03,0.43008690762032314,0.11179348012353608,0.0161636918649789
2010-10-04,0.43006689714694013,0.11208682052611917,0.0161636918649789
2010-10-05,0.43002634536820783,0.1162716714961859,0.0161636918649789
2010-10-06,0.43002773278784745,0.12923516656005504,0.0161636918649789
2010-10-07,0.43002532201694194,0.1315279647698448,0.0161636918649789
2010-10-08,0.4300158275690338,0.13175692898685906,0.0161636918649789
2010-10-09,0.43001495164018705,0.13624952676232596,0.0161636918649789
2010-10-10,0.43001300744595833,0.13534112837742399,0.0161636918649789
2010-10-11,0.43001112437115196,0.13537157796745547,0.0161636918649789
2010-10-12,0.4299844639596005,0.14109769733269928,0.0161636918649789
2010-10-13,0.42995675089588303,0.13936962990937174,0.0161636918649789
2010-10-14,0.42979491565797423,0.13467101944799695,0.0161636918649789
2010-10-15,0.42961028241315274,0.13809667980725315,0.0161636918649789
2010-10-16,0.4293842395992632,0.13842327838104082,0.0161636918649789
2010-10-17,0.4291600877748148,0.13909250194599615,0.0161636918649789
2010-10-18,0.4289368404875215,0.13882749135708153,0.0034153726205611444
2010-10-19,0.4287172385345457,0.13652042311072593,0.008631598143436444
2010-10-20,0.4285954553844122,0.15984207146355972,0.008631598143436444
2010-10-21,0.4284918227199052,0.16558944367796297,0.01210771251827916
2010-10-22,0.42833660650846717,0.16761206941112194,0.022268264266933683
2010-10-23,0.42817732837106987,0.16233866260773275,0.022268264266933683
2010-10-24,0.42801860601634295,0.16217732746302635,0.022268264266933683
2010-10-25,0.4278585971471029,0.1609663563578399,0.022268264266933683
2010-10-26,0.42767913458271495,0.1631231075022173,0.03807992521656371
2010-10-27,0.42746374897273715,0.1647927016223263,0.03894494894291017
2010-10-28,0.4272535631251004,0.15833686347509712,0.03894494894291017
2010-10-29,0.4270461834960617,0.15718378307536118,0.03894494894291017
2010-10-30,0.4267938163463748,0.16393969159856384,0.03894494894291017
2010-10-31,0.42654253492939137,0.16354925109816154,0.03894494894291017
2010-11-01,0.4262923803797795,0.16370007097018863,0.03894494894291017
2010-11-02,0.42596466467137606,0.16731463912322156,0.03894494894291017
2010-11-03,0.4256590014392661,0.17483988340606887,0.03894494894291017
2010-11-04,0.425260944516271,0.18871517348808717,0.03894494894291017
2010-11-05,0.4248963882875964,0.2145656828906344,0.03894494894291017
2010-11-06,0.4245240060626868,0.21944163589984342,0.03894203790986806
2010-11-07,0.4241308042773168,0.2136215801961412,0.036728131368649566
2010-11-08,0.423738907825149,0.21412655912893572,0.033491591444963636
2010-11-09,0.42332804329705315,0.21312238872566952,0.033491591444963636
2010-11-10,0.42291184785501496,0.23824424036749553,0.027166156436996762
2010-11-11,0.4224905756294756,0.2389365653162977,0.01714474717417241
2010-11-12,0.4220716634322362,0.2399095900727749,0.01714474717417241
2010-11-13,0.42170442571853933,0.23504948779572246,0.01714474717417241
2010-11-14,0.4213390278184777,0.23505347175356917,0.01714474717417241
2010-11-15,0.42097536305681355,0.2348963777849065,0.0152697856579258
2010-11-16,0.42061773702961963,0.23946105103009319,0.0152697856579258
2010-11-17,0.42037254062699886,0.2365770565300382,0.0152697856579258
2010-11-18,0.42012827779724576,0.23837262376838006,0.0152697856579258
2010-11-19,0.4199434379071705,0.24619026552680878,0.0152697856579258
2010-11-20,0.419760716940903,0.24705924256546485,0.0152697856579258
2010-11-21,0.4195788599189436,0.24702967308997736,0.0152697856579258
2010-11-22,0.41939805309891737,0.24713113997175076,0.0152697856579258
2010-11-23,0.41922674242618563,0.24556807183371301,0.0152697856579258
2010-11-24,0.4190871864853766,0.24487041153601735,0.0152697856579258
2010-11-25,0.4189616778057751,0.23856748821669319,0.008205526046546521
2010-11-26,0.4188387697771711,0.2401520871981175,0.008205439570751118
2010-11-27,0.4186777719974808,0.24829274568658258,0.008204636580501436
2010-11-28,0.4185175813728218,0.24829396828847897,0.0054529954113953965
2010-11-29,0.418358164222237,0.24829485520857264,0.0024322137033044363
2010-11-30,0.41816890515101657,0.24749476394982028,0.0024322137033044363
2010-12-01,0.4179716939120474,0.24234859014303278,0.0024322137033044363
2010-12-02,0.4178456073060147,0.2346281156728892,0.0024322137033044363
2010-12-03,0.4177542119492869,0.23770138286093068,0.0024322137033044363
2010-12-04,0.4176513447240974,0.23564537981745623,0.0024322137033044363
2010-12-05,0.4175477752226833,0.23529363247749713,0.0024322137033044363
2010-12-06,0.41744465849018,0.23527405258877382,0.0024322137033044363
2010-12-07,0.41732743939708855,0.23487086051424255,0.0024322137033044363
2010-12-08,0.4171694320864151,0.23238374822567648,0.0024322137033044363
2010-12-09,0.41703171886415447,0.2343596734855195,0.0024322137033044363
2010-12-10,0.41689446207476255,0.23357093928220374,0.0024322137033044363
2010-12-11,0.4167261874011046,0.22951858562852653,0.0024322137033044363
2010-12-12,0.4165581531873234,0.22938803218078235,0.0024322137033044363
2010-12-13,0.4163912307168921,0.22943575279173395,0.0024322137033044363
2010-12-14,0.4162301389134587,0.22360620347967497,0.001670757030029345
2010-12-15,0.41606910504222955,0.2240002218430079,0.001670757030029345
2010-12-16,0.4159022843053207,0.22180359277067593,0.001816063580007209
2010-12-17,0.4157488027883813,0.22247189137603193,0.003900135184991662
2010-12-18,0.41562486342693744,0.22491002045611236,0.003900135184991662
2010-12-19,0.41550151772871036,0.22489619940861028,0.003900135184991662
2010-12-20,0.41537882880280147,0.22490748771532232,0.0053926070434688654
2010-12-21,0.41526333629289824,0.22320976013980376,0.0053926070434688654
2010-12-22,0.4150284407896122,0.20828118636665272,0.0053926070434688654
2010-12-23,0.4147664802391085,0.20235317692023716,0.0053926070434688654
2010-12-24,0.41450894437701596,0.20247836440217454,0.0053926070434688654
2010-12-25,0.41426679917080816,0.20337022764301718,0.0053926070434688654
2010-12-26,0.4140259654718876,0.20340734177883693,0.0053926070434688654
2010-12-27,0.4137866509905419,0.20349845575664527,0.0053926070434688654
2010-12-28,0.4135473292667143,0.19970923363087462,0.0053926070434688654
2010-12-29,0.4132891838184593,0.19824629463336826,0.0053926070434688654
2010-12-30,0.41303331497668627,0.20155980568839083,0.007583567431702571
2010-12-31,0.4127967182933532,0.20349069760368246,0.007583567431702571
2011-01-01,0.41252692343078756,0.20057633785612022,0.007583567431702571
2011-01-02,0.41225873834697085,0.20069113390418675,0.007583567431702571
2011-01-03,0.41199188930624087,0.20065481086519554,0.007583567431702571
2011-01-04,0.4117207053288505,0.19668607192519252,0.007583567431702571
2011-01-05,0.41142865311959576,0.19081789163955676,0.007583567431702571
2011-01-06,0.4111380901563466,0.18644059580430167,0.007583567431702571
2011-01-07,0.4107998203358868,0.15551348227575962,0.014887396105949505
2011-01-08,0.41047104324227324,0.15748793964387575,0.014887799945198973
2011-01-09,0.410165137618116,0.16113861191549814,0.014887799945198973
2011-01-10,0.40986342416417826,0.16145880135177418,0.014887799945198973
2011-01-11,0.40954850889398703,0.16452060404136504,0.014887799945198973
2011-01-12,0.40923154607672335,0.14518456242389002,0.014887799945198973
2011-01-13,0.40892187117075607,0.1413489388439313,0.014887799945198973
2011-01-14,0.4085909418961489,0.13374496661121896,0.014887799945198973
2011-01-15,0.40824121777427125,0.13513094211073853,0.014887799945198973
2011-01-16,0.407893721407139,0.13530448257033414,0.014887799945198973
2011-01-17,0.40754806962135237,0.13533521085283262,0.014887799945198973
2011-01-18,0.40721931247652754,0.1285843702528318,0.014887799945198973
2011-01-19,0.40671593493440156,0.11819244885488409,0.014887799945198973
2011-01-20,0.4062101494172417,0.10802456969262202,0.014887799945198973
2011-01-21,0.40565120670012383,0.08384658420536814,0.014887799945198973
2011-01-22,0.405083829747596,0.08261406668086226,0.014887799945198973
2011-01-23,0.4045188923514823,0.08252425482506659,0.014887799945198973
2011-01-24,0.4039568230502569,0.08245880566548462,0.014887799945198973
2011-01-25,0.40338877786197774,0.07907142391861438,0.014887799945198973
2011-01-26,0.40276250668567104,0.07990373812305,0.014887799945198973
2011-01-27,0.4020673721748009,0.08089076093236337,0.003765328874751635
2011-01-28,0.401365036618966,0.07908980534025654,0.003765328874751635
2011-01-29,0.4007263806741392,0.05360055319136169,0.003765328874751635
2011-01-30,0.40009093133546714,0.05363863142897289,0.003765328874751635
2011-01-31,0.399457443756805,0.0532015206808824,0.003765328874751635
2011-02-01,0.3988531589496902,0.058485223877983494,0.015766451772220788
2011-02-02,0.3982718035024909,0.07019634574382717,0.02405924025790371
2011-02-03,0.39762221897269345,0.05884486100422932,0.0255747095842678
2011-02-04,0.39694377009092624,0.050847701578159474,0.0255747095842678
2011-02-05,0.39628773414058904,0.048605321228193915,0.0255747095842678
2011-02-06,0.39563502224169217,0.04770244540108174,0.0255747095842678
2011-02-07,0.3949858886785107,0.04752981044418657,0.0255747095842678
2011-02-08,0.39434139866212914,0.049000968340196106,0.0255747095842678
2011-02-09,0.3936967793815002,0.04826718964027545,0.0255747095842678
2011-02-10,0.3930642133961673,0.046664719244647705,0.0255747095842678
2011-02-11,0.39244146278807746,0.05024734630175306,0.0255747095842678
2011-02-12,0.39181745216751435,0.05058582830848878,0.0255747095842678
2011-02-13,0.3911978355995473,0.05099407090770871,0.0255747095842678
2011-02-14,0.3905813337182746,0.050968248715310416,0.0255747095842678
2011-02-15,0.38996741524416756,0.052238381869914106,0.0255747095842678
2011-02-16,0.3893580727161845,0.05263342785134289,0.0255747095842678
2011-02-17,0.38874743608818474,0.04557971322407516,0.03198301261252462
2011-02-18,0.3881368396211252,0.0473252823951368,0.03198301261252462
2011-02-19,0.38755073854862576,0.045410403953614224,0.031977661967079546
2011-02-20,0.38696737515874136,0.04518728885942418,0.0319767635199044
2011-02-21,0.38638642044390287,0.04564743857552844,0.024232767872530966
2011-02-22,0.3858159638684087,0.04603975343451386,0.035433098037260594
2011-02-23,0.3854390230282081,0.024458332069342982,0.05339085841755628
2011-02-24,0.38508780877044857,0.01812923632059569,0.05339085841755628
2011-02-25,0.3847268482133905,0.01700228276466456,0.05339085841755628
2011-02-26,0.38433596764240097,0.0180846970099406,0.05339085841755628
2011-02-27,0.3839469827593367,0.01793873672146501,0.05339085841755628
2011-02-28,0.38355973579950897,0.018409196335725186,0.05339085841755628
2011-03-01,0.38317741519421633,0.016304805888039463,0.05339085841755628
2011-03-02,0.3828752300344001,0.008949428274359676,0.05339085841755628
2011-03-03,0.38256454875373624,0.005635542526606807,0.0491643469596872
2011-03-04,0.38230374213518875,0.0018898502051458365,0.0491643469596872
2011-03-05,0.3820551798250868,-0.00192737128581452,0.0491643469596872
2011-03-06,0.3818078667452275,-0.001958685060828101,0.0491643469596872
2011-03-07,0.3815617741597683,-0.0019222502871403565,0.0491643469596872
2011-03-08,0.38131848813881647,0.003612148876163076,0.047997371579316904
2011-03-09,0.3811020508902649,-0.00803125309003164,0.03430922207901855
2011-03-10,0.3808901429503088,-0.007280658378513254,0.03430922207901855
2011-03-11,0.38069566943304767,0.0009443198299544369,0.03430922207901855
2011-03-12,0.3805063760642704,-0.00014357882385543981,0.03430780741546459
2011-03-13,0.3803180137772762,-0.00023553325125705602,0.03013072373854838
2011-03-14,0.3801305122733677,-0.00014104952551315138,0.018617433735031247
2011-03-15,0.3799467762285948,-0.001804204916532126,0.002607893499842621
2011-03-16,0.37973863942757885,0.003812590654190129,0.002607893499842621
2011-03-17,0.37954522960685794,0.0028249169238287264,0.002607893499842621
2011-03-18,0.37935913489614964,0.008249793666451512,0.003929675624005549
2011-03-19,0.3791649909788932,0.011727197283151223,0.00393078155033429
2011-03-20,0.37897172067988266,0.011813090328783712,0.00393078155033429
2011-03-21,0.37877939149725265,0.011894902764117766,0.00575867137634841
2011-03-22,0.3786084705627721,0.013696428525905382,0.01558112537195401
2011-03-23,0.37843935652284455,0.014229693423319175,0.01558112537195401
2011-03-24,0.3782835234495423,0.015504621770561777,0.01558112537195401
2011-03-25,0.37816736731970796,0.012396449268973021,0.01558112537195401
2011-03-26,0.37806066182736603,0.011146391595256879,0.01558112537195401
2011-03-27,0.3779545717407888,0.011463762892797567,0.01558112537195401
2011-03-28,0.3778490068874172,0.01157559027799047,0.019516242442627244
2011-03-29,0.3777339253295099,0.014681949748406546,0.019516242442627244
2011-03-30,0.3776283238533551,0.014147533945609463,0.019516242442627244
2011-03-31,0.37752454766588067,0.015888921289951275,0.019516242442627244
2011-04-01,0.37741191254827877,0.01589864163128961,0.019516242442627244
2011-04-02,0.37721954227458826,0.026585295789979747,0.019516242442627244
2011-04-03,0.3770281446713745,0.026464654920346,0.019516242442627244
2011-04-04,0.376837963204388,0.02696449704749443,0.019516242442627244
2011-04-05,0.3766577508624539,0.023702697343746932,0.019516242442627244
2011-04-06,0.3764505171309994,0.007086641295221452,0.018287618659888868
2011-04-07,0.3762423212591591,0.006582179768919461,0.01564805861311667
2011-04-08,0.37605107962681333,0.00829401438654914,0.015647344838201693
2011-04-09,0.37586878806113355,0.006576122580160721,0.015647344838201693
2011-04-10,0.37568954063554555,0.007186265171160755,0.013837255272141743
2011-04-11,0.3755112552014361,0.006959451615561437,0.011296059358564287
2011-04-12,0.37532794932985364,0.013494541912430805,0.011296059358564287
2011-04-13,0.37516022690071277,0.011706595150915353,0.011296059358564287
2011-04-14,0.37498824446658885,0.01086418225269965,0.021648967203654713
2011-04-15,0.37483794960247724,0.00767097013061929,0.021648967203654713
2011-04-16,0.37468129898012914,0.008105564183307767,0.021648967203654713
2011-04-17,0.37452488349127966,0.008032912830682857,0.021648967203654713
2011-04-18,0.3743691228365647,0.007712419915159742,0.021648967203654713
2011-04-19,0.3742306253274149,0.011313588693602394,0.021648967203654713
2011-04-20,0.37409310075126545,0.012806787703601535,0.021648967203654713
2011-04-21,0.373985403838637,0.020027771278026903,0.021648967203654713
2011-04-22,0.3738755959028916,0.020291557545951997,0.021648967203654713
2011-04-23,0.3737623388147788,0.02162435053655551,0.021648967203654713
2011-04-24,0.3736444130928462,0.02293435954717257,0.021648967203654713
2011-04-25,0.37352891155657386,0.022071792499592964,0.025971286640804284
2011-04-26,0.373402886588625,0.022043353625116193,0.029865766453411782
2011-04-27,0.3732177098047349,0.04262428919603584,0.029865766453411782
2011-04-28,0.3730551661811748,0.05480089572159917,0.029865766453411782
2011-04-29,0.3728962804239113,0.06007364837039416,0.029865766453411782
2011-04-30,0.37276589411741823,0.07028454829333301,0.02984129383331874
2011-05-01,0.37263389806017283,0.06957234063753578,0.028383930985927605
2011-05-02,0.3725019636323294,0.06994430011623082,0.03355171140833105
2011-05-03,0.37236876805252506,0.07087891864792373,0.03397058755076985
2011-05-04,0.3722372870251508,0.08368319634749777,0.03397058755076985
2011-05-05,0.372129905872288,0.08843816267942893,0.03397058755076985
2011-05-06,0.3721008840727937,0.11170310335735581,0.03397058755076985
2011-05-07,0.37205829845604826,0.11090716057102694,0.03397058755076985
2011-05-08,0.3720156980140603,0.11080903907717743,0.03397058755076985
2011-05-09,0.3719730013277881,0.1106516504693201,0.03397058755076985
2011-05-10,0.37195551257526943,0.10662676230180179,0.02841084742083625
2011-05-11,0.37195981833559755,0.11695006242807027,0.02986240747363627
2011-05-12,0.3720227539471196,0.12761022386537338,0.02453751827253703
2011-05-13,0.3720200945912194,0.1301957562898217,0.03327343407622579
2011-05-14,0.37203898066294716,0.12439833944749054,0.03327343407622579
