date,open,high,low,close,adjClose,volume
2000-02-01,62.19,64.38,61.0,64.16,6.70790550076138,142900
2000-02-02,63.88,63.88,61.25,62.75,6.5604904952116,20500
2000-02-03,63.19,64.38,61.5,64.13,6.7047690112816,154100
2000-02-04,63.56,64.0,61.88,62.88,6.574081949624,61200
2000-02-07,63.25,64.31,62.81,64.0,6.69117755686921,122100
2000-02-08,65.75,69.0,65.5,67.0,7.00482650484745,198500
2000-02-09,67.25,67.5,64.38,65.75,6.87413944318985,173300
2000-02-10,66.0,69.69,65.75,69.63,7.27979208257504,316200
2000-02-11,69.53,72.25,69.5,70.56,7.3770232564483,368000
2000-02-14,71.38,76.0,71.38,71.94,7.52130177251829,375300
2000-02-15,73.5,75.63,72.0,74.75,7.81508628712458,232200
2000-02-16,75.0,77.63,74.63,75.63,7.90708997853153,206200
2000-02-17,75.56,82.0,74.38,80.31,8.39638233737759,270200
2000-02-18,77.63,81.5,71.5,73.94,7.73040107117045,291400
2000-02-22,74.38,75.38,68.0,72.69,7.59971400951285,149300
2000-02-23,73.0,74.13,69.25,72.53,7.58298606562068,184200
2000-02-24,73.13,78.5,73.0,78.0,8.15487264743435,128800
2000-02-25,76.0,77.06,74.5,76.13,7.95936480319457,134800
2000-02-28,76.75,82.16,76.75,82.16,8.58979918863084,285000
2000-02-29,83.88,87.63,83.5,85.78,8.96826891919126,254000
2000-03-01,87.81,90.5,86.0,88.38,9.24009800743907,334300
2000-03-02,88.25,88.5,80.31,83.16,8.69434883795692,107900
2000-03-03,84.22,85.25,82.25,83.56,8.73616869768736,161200
2000-03-06,84.13,89.38,83.0,89.0,9.30491879002124,140600
2000-03-07,88.0,88.94,82.0,82.13,8.58666269915106,166900
2000-03-08,82.25,83.88,77.13,81.0,8.46852159541259,182800
2000-03-09,81.5,82.0,78.5,80.31,8.39638233737759,69600
2000-03-10,80.27,80.5,73.5,77.13,8.06391445252065,94800
2000-03-13,76.5,77.13,70.75,72.0,7.52757475147786,143200
2000-03-14,72.75,73.5,64.94,65.63,6.86159348527072,237800
2000-03-15,66.0,67.88,64.0,65.56,6.85427500981789,125100
2000-03-16,67.0,76.5,65.94,75.06,7.84749667841567,190000
2000-03-17,76.03,79.69,66.0,71.91,7.51816528303851,164300
2000-03-20,73.38,77.0,68.75,69.63,7.27979208257504,418400
2000-03-21,69.31,76.22,68.0,76.22,7.96877427163392,151700
2000-03-22,76.63,81.0,73.0,81.0,8.46852159541259,164400
2000-03-23,81.25,81.75,76.38,77.56,8.10887080173087,75900
2000-03-24,77.34,80.25,77.12,78.38,8.19460151417826,123500
2000-03-27,79.94,80.0,75.0,78.06,8.16114562639391,93900
2000-03-28,78.56,79.63,71.0,71.0,7.42302510215178,107600
2000-03-29,71.63,73.75,65.13,67.13,7.01841795925984,135700
2000-03-30,65.5,67.0,60.56,64.75,6.76958979386377,203800
2000-03-31,64.69,74.0,64.69,69.0,7.21392580349961,111300
2000-04-03,69.94,72.5,59.0,60.0,6.27297895956488,112500
2000-04-04,60.88,68.75,59.5,68.69,7.18151541220853,197700
2000-04-05,66.13,71.0,64.0,69.13,7.227517257912,139200
2000-04-06,68.13,71.94,68.13,69.88,7.30592949490656,105300
2000-04-07,70.31,70.31,66.0,69.13,7.227517257912,70700
2000-04-10,68.81,75.44,68.81,71.75,7.50143733914634,135200
2000-04-11,70.0,72.25,66.31,71.03,7.42616159163156,74100
2000-04-12,72.0,72.38,65.0,66.75,6.97868909251593,63800
2000-04-13,67.25,70.63,62.06,67.5,7.05710132951049,57300
2000-04-14,67.5,67.75,60.88,65.0,6.79572720619529,86500
2000-04-17,60.75,64.0,57.94,60.13,6.28657041397727,63700
2000-04-18,60.41,75.0,60.31,70.38,7.35820431956961,188200
2000-04-19,70.56,71.75,68.13,70.31,7.35088584411678,65900
2000-04-20,70.25,70.88,68.0,68.94,7.20765282454005,67300
2000-04-24,68.53,68.53,62.0,67.06,7.01109948380702,83200
2000-04-25,68.0,72.92,68.0,70.44,7.36447729852917,253600
2000-04-26,71.0,71.0,63.0,63.88,6.67863159895008,90200
2000-04-27,64.41,69.44,63.31,69.44,7.25992764920309,96900
2000-04-28,70.0,72.0,68.88,71.13,7.43661655656417,250000
2000-05-01,71.63,74.75,70.0,74.5,7.78894887479306,298600
2000-05-02,74.72,76.88,70.0,70.31,7.35088584411678,149000
2000-05-03,70.88,74.0,70.0,71.75,7.50143733914634,99000
2000-05-04,72.19,75.0,71.53,72.5,7.5798495761409,70600
2000-05-05,72.38,80.25,72.38,79.44,8.3054241424639,199200
2000-05-08,79.81,82.0,77.38,79.44,8.3054241424639,347100
2000-05-09,79.84,80.63,73.75,77.5,8.1025978227713,113400
2000-05-10,77.5,78.38,74.38,75.44,7.88722554515958,51600
2000-05-11,75.81,79.94,75.81,78.94,8.25314931780086,107000
2000-05-12,77.0,77.25,73.63,74.25,7.76281146246154,60800
2000-05-15,75.0,76.5,71.75,76.13,7.95936480319457,140500
2000-05-16,76.13,76.75,72.25,74.88,7.82867774153697,88000
2000-05-17,73.88,77.0,73.25,75.06,7.84749667841567,30300
2000-05-18,75.5,75.5,69.5,70.75,7.39688768982026,116300
2000-05-19,65.81,69.63,65.0,69.5,7.26620062816265,73600
2000-05-22,69.63,77.13,64.13,77.0,8.05032299810826,113800
2000-05-23,73.31,75.5,70.0,70.0,7.31847545282569,118000
2000-05-24,69.06,69.88,62.0,68.69,7.18151541220853,158000
2000-05-25,70.13,74.13,70.0,71.0,7.42302510215178,229600
2000-05-26,71.63,72.0,69.5,69.63,7.27979208257504,127800
2000-05-30,71.13,77.5,70.5,76.5,7.99804817344522,186500
2000-05-31,76.63,78.88,76.38,78.13,8.16846410184674,245900
2000-06-01,80.0,88.0,79.94,87.0,9.09581949136908,381600
2000-06-02,90.0,97.25,89.5,95.25,9.95835409830925,702800
2000-06-05,98.31,102.1,95.19,99.13,10.3640067376944,647000
2000-06-06,96.88,100.0,88.25,92.38,9.65829660474339,644000
2000-06-07,92.41,93.69,84.63,91.06,9.52029106763297,245800
2000-06-08,91.75,96.0,91.25,92.63,9.68443401707492,300400
2000-06-09,94.59,95.38,92.14,92.94,9.716844408366,181100
2000-06-12,94.53,95.88,91.25,94.69,9.89980629468664,184400
2000-06-13,91.69,93.88,91.5,93.13,9.73670884173796,168000
2000-06-14,95.25,101.4,94.75,99.31,10.3828256745731,1139100
2000-06-15,99.44,110.0,99.0,110.0,11.5004614258689,1080800
2000-06-16,109.0,114.0,107.0,112.2,11.7304706543863,767500
2000-06-19,113.1,123.8,109.1,122.4,12.7968770775124,720700
2000-06-20,123.4,124.0,114.0,117.4,12.274128830882,867800
2000-06-21,117.1,122.8,116.1,121.8,12.7341472879167,448200
2000-06-22,121.9,123.8,116.6,117.6,12.2950387607472,448200
2000-06-23,118.1,119.5,109.1,111.1,11.6154660401276,404500
2000-06-26,109.2,127.0,109.2,127.0,13.2778054644123,535100
2000-06-27,127.6,135.9,123.3,131.0,13.6960040617167,652400
2000-06-28,130.0,141.6,130.0,140.0,14.6369509056514,612100
2000-06-29,137.9,139.4,133.1,134.6,14.0723827992905,572400
2000-06-30,133.8,137.9,128.5,130.0,13.5914544123906,996500
2000-07-03,139.0,151.0,135.0,148.0,15.47334810026,413200
2000-07-05,146.4,159.8,141.0,142.5,14.8983250289666,847400
2000-07-06,142.1,142.1,132.0,132.5,13.8528285357058,736700
2000-07-07,132.1,139.3,130.4,136.6,14.2814820979427,480700
2000-07-10,141.1,143.5,134.6,137.9,14.4173966420666,465200
2000-07-11,138.9,148.6,138.8,142.3,14.8774150991014,416500
2000-07-12,143.1,147.9,141.6,145.3,15.1910640470796,313700
2000-07-13,145.2,145.2,131.8,138.0,14.4278516069992,354600
2000-07-14,135.1,136.0,115.8,125.6,13.1314359553558,601000
2000-07-17,115.0,129.4,111.5,127.6,13.340535254008,768100
2000-07-18,126.9,132.1,121.4,122.2,12.7759671476471,231700
2000-07-19,122.0,124.0,118.3,123.0,12.859606867108,272600
2000-07-20,124.6,130.9,116.6,119.0,12.4414082698037,309500
2000-07-21,118.4,121.7,113.4,116.1,12.138214286758,295500
2000-07-24,111.1,118.5,108.1,117.3,12.2636738659493,342000
2000-07-25,116.6,121.4,110.0,114.2,11.9395699530385,413500
2000-07-26,111.2,120.8,101.1,120.5,12.5982327437928,657000
2000-07-27,117.3,118.6,107.3,112.8,11.793200443982,255500
2000-07-28,110.3,112.3,102.8,106.7,11.1554475830929,289600
2000-07-31,102.0,103.1,94.81,99.88,10.442418974689,394700
2000-08-01,96.81,106.8,95.75,100.0,10.4549649326081,419800
2000-08-02,100.1,107.0,99.38,102.5,10.7163390559233,177200
2000-08-03,97.25,106.2,96.0,105.6,11.0404429688342,196900
2000-08-04,107.0,111.9,105.5,109.8,11.4795514960037,251800
2000-08-07,102.6,114.8,102.3,109.5,11.4481866012059,307000
2000-08-08,109.1,112.3,102.5,102.8,10.7477039507212,180700
2000-08-09,102.9,103.1,83.94,86.13,9.00486129645539,699600
2000-08-10,82.97,92.0,82.94,87.5,9.14809431603212,573300
2000-08-11,86.53,94.0,86.19,93.56,9.78166519094817,340600
2000-08-14,91.38,93.19,83.0,87.5,9.14809431603212,426300
2000-08-15,88.59,88.88,77.06,77.38,8.09005186485217,2088900
2000-08-16,77.34,78.0,74.0,76.25,7.9719107611137,526000
2000-08-17,77.0,79.75,72.75,73.75,7.7105366377985,549500
2000-08-18,74.03,74.06,69.0,73.0,7.63212440080394,347200
2000-08-21,71.31,78.0,70.5,76.38,7.98550221552609,288200
2000-08-22,76.69,78.38,74.06,75.59,7.90290799255849,230700
2000-08-23,75.13,87.81,75.13,87.06,9.10209247032864,957700
2000-08-24,85.59,93.44,85.56,90.88,9.50147213075427,461600
2000-08-25,92.22,95.25,90.88,91.44,9.56001993437688,309200
2000-08-28,91.5,96.06,91.44,92.75,9.69697997499405,221100
2000-08-29,93.19,94.0,88.38,90.0,9.40946843934732,201500
2000-08-30,90.0,93.13,87.13,91.88,9.60602178008035,121100
2000-08-31,92.31,96.56,91.5,95.5,9.98449151064077,156000
2000-09-01,94.44,104.4,94.44,101.9,10.6536092663277,260300
2000-09-05,102.6,103.9,96.75,97.0,10.1413159846299,220600
2000-09-06,97.13,99.0,89.0,89.25,9.33105620235276,250300
2000-09-07,90.0,95.94,89.19,95.31,9.96462707726881,168400
2000-09-08,94.75,94.75,88.81,89.69,9.37705804805624,183800
2000-09-11,88.88,96.38,86.0,93.0,9.72311738732557,209600
2000-09-12,93.0,93.25,91.63,92.31,9.65097812929057,161700
2000-09-13,92.88,96.98,92.0,96.5,10.0890411599669,129700
2000-09-14,96.5,101.3,96.25,99.5,10.4026901079451,146400
2000-09-15,99.56,99.63,91.75,92.25,9.644705150331,121700
2000-09-18,94.5,95.38,88.0,90.06,9.41574141830689,139500
2000-09-19,94.19,98.94,92.13,97.75,10.2197282216245,97300
2000-09-20,97.97,98.0,91.63,95.25,9.95835409830925,125700
2000-09-21,95.06,99.94,94.75,96.56,10.0953141389264,104500
2000-09-22,94.75,107.0,92.56,106.0,11.0822628285646,234100
2000-09-25,109.7,115.0,108.0,109.0,11.3959117765429,284600
2000-09-26,108.1,112.0,103.0,107.0,11.1868124778907,124500
2000-09-27,107.5,111.5,107.5,108.4,11.3331819869472,178500
2000-09-28,109.7,118.3,107.4,115.3,12.0545745672972,244700
2000-09-29,114.9,120.0,109.0,112.0,11.7095607245211,310600
2000-10-02,114.3,115.0,109.2,114.0,11.9186600231733,218000
2000-10-03,114.1,115.5,106.0,106.3,11.1136277233624,118800
2000-10-04,106.3,107.0,101.3,106.0,11.0822628285646,135900
2000-10-05,106.0,111.4,104.5,105.4,11.019533038969,144800
2000-10-06,107.4,109.0,100.3,104.6,10.9358933195081,108000
2000-10-09,100.1,103.0,98.0,102.6,10.7267940208559,71900
2000-10-10,102.9,113.0,101.6,107.8,11.2704521973516,220800
2000-10-11,108.0,118.8,106.1,110.0,11.5004614258689,273400
2000-10-12,111.8,113.5,100.1,102.3,10.6954291260581,186000
2000-10-13,101.5,106.0,97.31,105.7,11.0508979337668,140200
2000-10-16,103.8,107.8,101.8,103.8,10.8522536000472,219500
2000-10-17,103.8,106.5,100.9,104.5,10.9254383545755,80200
2000-10-18,100.4,108.5,99.38,108.2,11.312272057082,109400
2000-10-19,110.6,112.0,101.0,105.8,11.0613528986994,190900
2000-10-20,106.0,124.9,106.0,123.4,12.9014267268384,503600
2000-10-23,123.9,132.9,123.8,125.3,13.100071060558,465300
2000-10-24,124.4,125.0,100.3,100.6,10.5176947222038,1185900
2000-10-25,97.81,110.5,97.75,108.2,11.312272057082,332500
2000-10-26,110.9,111.0,96.25,109.9,11.4900064609363,247100
2000-10-27,110.6,114.6,106.1,107.1,11.1972674428233,192200
2000-10-30,106.6,106.9,97.5,98.75,10.3242778709505,241000
2000-10-31,99.03,112.8,98.0,112.8,11.793200443982,269200
2000-11-01,111.5,112.8,105.0,106.0,11.0822628285646,145600
2000-11-02,106.6,114.5,106.0,111.9,11.6991057595885,195900
2000-11-03,112.0,113.3,110.8,112.8,11.793200443982,79900
2000-11-06,115.3,115.3,108.9,109.2,11.4168217064081,62700
2000-11-07,113.4,113.6,106.9,113.0,11.8141103738472,62600
2000-11-08,114.0,116.4,104.5,106.6,11.1449926181603,179700
2000-11-09,104.0,106.9,97.0,105.3,11.0090780740364,146800
2000-11-10,100.5,108.6,100.5,103.1,10.779068845519,54200
2000-11-13,98.13,101.1,94.13,95.06,9.93848966493729,132400
2000-11-14,98.25,99.0,92.5,95.06,9.93848966493729,112000
2000-11-15,95.75,101.3,95.06,100.1,10.4654198975407,164600
2000-11-16,98.63,101.6,91.0,91.06,9.52029106763297,84000
2000-11-17,95.31,96.5,91.38,95.0,9.93221668597773,73300
2000-11-20,91.0,93.0,88.25,91.75,9.59243032566796,77100
2000-11-21,90.31,95.0,90.0,90.19,9.42933287271928,99900
2000-11-22,91.0,91.25,85.13,89.44,9.35092063572472,73300
2000-11-24,87.58,92.88,87.56,92.0,9.61856773799948,19200
2000-11-27,93.44,100.0,93.38,99.81,10.4351004992362,168300
2000-11-28,98.38,99.94,95.0,96.13,10.0503577897162,58300
2000-11-29,95.0,96.0,86.5,88.44,9.24637098639863,107300
2000-11-30,89.69,91.13,87.75,89.0,9.30491879002124,101800
2000-12-01,91.0,97.0,90.41,94.25,9.85380444898317,133300
2000-12-04,47.0,50.63,47.0,48.94,10.2333196760368,82950
2000-12-05,49.06,51.98,44.5,45.75,9.56629291333644,487800
2000-12-06,45.75,45.75,40.08,41.0,8.57307124473867,454300
2000-12-07,40.75,42.25,37.88,39.75,8.31169712142347,542000
2000-12-08,42.22,43.69,40.63,41.13,8.60025415356345,608000
2000-12-11,40.44,42.25,39.88,41.88,8.75707862755258,526700
2000-12-12,41.5,41.94,38.0,38.94,8.14232668951522,377400
2000-12-13,38.63,41.63,38.63,39.44,8.2468763388413,932800
2000-12-14,40.63,40.63,34.81,36.94,7.72412809221089,530000
2000-12-15,36.0,37.0,33.5,36.0,7.52757475147786,647000
2000-12-18,36.38,36.94,31.88,32.63,6.82291011502007,373100
2000-12-19,32.0,35.69,32.0,34.38,7.18883388766135,392700
2000-12-20,33.78,34.63,30.31,33.38,6.97973458900919,463600
2000-12-21,30.38,32.5,30.38,32.0,6.69117755686921,229600
2000-12-22,32.19,37.0,32.0,35.5,7.42302510215178,335800
2000-12-26,36.38,36.38,33.25,35.23,7.36656829151569,265800
2000-12-27,34.41,34.44,31.5,32.63,6.82291011502007,686600
2000-12-28,32.19,35.38,31.5,35.25,7.37075027748874,448300
2000-12-29,33.66,37.63,33.63,36.06,7.54012070939699,354700
2001-01-02,37.19,37.5,32.31,33.69,7.04455537159136,533400
2001-01-03,19.38,29.44,19.38,28.5,5.95933001158664,5533700
2001-01-04,26.0,29.31,25.75,27.63,5.77741362175925,2085000
2001-01-05,27.38,27.63,25.75,25.94,5.4240358070371,1394500
2001-01-08,25.75,26.0,23.5,24.0,5.0183831676519,647700
2001-01-09,24.97,25.81,24.19,24.88,5.20239055046581,824400
2001-01-10,24.0,26.5,23.75,25.88,5.41148984911797,507800
2001-01-11,26.69,26.75,25.38,26.13,5.46376467378101,593900
2001-01-12,26.13,29.63,25.75,28.31,5.91960114484273,467200
2001-01-16,28.25,29.19,27.63,28.5,5.95933001158664,357500
2001-01-17,28.63,31.0,28.61,29.94,6.26043300164575,854300
2001-01-18,30.36,31.13,28.94,30.0,6.27297895956488,321000
2001-01-19,29.88,31.5,29.88,30.63,6.40471151771574,239000
2001-01-22,30.59,33.31,30.44,32.13,6.71836046569399,483600
2001-01-23,32.5,32.63,31.0,31.69,6.62635677428704,616800
2001-01-24,31.63,32.13,31.0,31.38,6.56153599170487,436000
2001-01-25,31.31,32.5,31.25,32.13,6.71836046569399,223200
2001-01-26,31.31,32.13,29.75,32.13,6.71836046569399,196200
2001-01-29,31.0,33.0,30.63,31.25,6.53435308288008,412400
2001-01-30,30.63,31.0,29.5,29.75,6.22070413490184,749100
2001-01-31,29.69,30.0,27.63,27.75,5.80250553759751,796100
2001-02-01,28.02,29.0,27.63,28.06,5.86732632017968,766400
2001-02-02,28.0,28.5,27.75,27.94,5.84223440434143,484600
2001-02-05,28.06,28.38,27.13,28.06,5.86732632017968,286900
2001-02-06,27.91,28.5,27.31,27.88,5.8296884464223,917600
2001-02-07,27.78,27.88,27.0,27.38,5.72513879709621,564700
2001-02-08,27.28,27.69,26.75,27.19,5.6854099303523,292000
2001-02-09,26.88,27.36,25.75,26.5,5.54113141428231,162900
2001-02-12,26.97,27.13,25.94,27.13,5.67286397243317,327600
2001-02-13,27.13,27.13,25.81,26.0,5.43658176495623,906000
2001-02-14,25.88,26.13,24.94,25.0,5.22748246630407,461500
2001-02-15,25.25,25.75,24.56,25.31,5.29230324888624,386300
2001-02-16,25.0,26.25,24.88,25.88,5.41148984911797,242000
2001-02-20,25.75,26.0,25.13,25.38,5.30694019979189,276500
2001-02-21,25.38,25.5,24.56,25.0,5.22748246630407,246700
2001-02-22,25.25,25.5,24.81,24.88,5.20239055046581,436000
2001-02-23,24.69,25.36,24.13,24.81,5.18775359956016,200800
2001-02-26,24.94,28.88,24.75,27.63,5.77741362175925,607700
2001-02-27,27.19,27.38,26.25,27.06,5.65822702152752,246000
2001-02-28,26.94,28.19,25.25,26.94,5.63313510568926,245600
2001-03-01,26.5,27.63,26.38,27.56,5.7627766708536,468900
2001-03-02,26.56,31.38,26.56,30.56,6.39007456681009,772600
2001-03-05,30.41,31.19,29.63,30.63,6.40471151771574,487700
2001-03-06,30.69,30.69,28.63,29.56,6.18097526815793,285900
2001-03-07,29.75,31.75,29.63,29.69,6.20815817698271,338200
2001-03-08,29.25,30.75,29.13,30.5,6.37752860889096,202100
2001-03-09,29.53,29.94,28.38,29.5,6.1684293102388,202600
2001-03-12,27.63,29.88,26.63,27.25,5.69795588827143,256400
2001-03-13,27.28,27.63,25.88,26.25,5.48885658961927,585600
2001-03-14,26.13,27.25,25.56,27.25,5.69795588827143,284400
2001-03-15,27.48,27.5,24.44,25.0,5.22748246630407,675100
2001-03-16,25.06,26.0,24.25,24.38,5.09784090113973,283000
2001-03-19,24.31,29.0,24.31,27.38,5.72513879709621,587800
2001-03-20,27.0,27.25,26.19,26.44,5.52858545636318,502200
2001-03-21,27.44,27.44,22.5,22.81,4.76955500225583,753900
2001-03-22,23.13,23.5,19.63,22.5,4.70473421967366,1697800
2001-03-23,22.31,24.81,20.81,24.44,5.11038685905886,284100
2001-03-26,24.61,26.94,24.06,26.88,5.62058914777013,550600
2001-03-27,26.47,26.5,25.0,25.94,5.4240358070371,535100
2001-03-28,25.0,27.0,25.0,27.0,5.64568106360839,391600
2001-03-29,26.78,28.0,25.44,26.31,5.5014025475384,810700
2001-03-30,26.94,26.94,25.0,26.13,5.46376467378101,440700
2001-04-02,24.69,25.69,23.94,25.5,5.33203211563015,448200
2001-04-03,25.2,25.88,23.44,24.81,5.18775359956016,473600
2001-04-04,24.97,25.5,24.0,25.06,5.2400284242232,1019100
2001-04-05,25.03,26.56,25.0,25.31,5.29230324888624,494900
2001-04-06,25.5,27.44,24.2,26.06,5.44912772287536,705900
2001-04-09,26.06,27.49,25.25,26.0,5.43658176495623,241900
2001-04-10,24.06,27.53,24.05,27.53,5.75650369189404,635300
2001-04-11,27.9,28.26,26.95,27.42,5.7335027690423,355600
2001-04-12,26.93,28.45,26.5,28.09,5.87359929913925,221500
2001-04-16,28.08,29.0,27.42,28.8,6.02205980118229,207200
2001-04-17,28.7,29.19,28.2,28.9,6.0429697310475,209800
2001-04-18,29.25,31.75,29.08,30.57,6.39216555979661,410600
2001-04-19,30.8,31.51,29.05,30.81,6.44234939147313,374500
2001-04-20,31.59,31.7,29.17,30.79,6.43816740550009,133700
2001-04-23,30.57,30.6,27.85,29.91,6.25416002268619,109600
2001-04-24,30.07,30.07,28.75,29.58,6.18515725413097,160500
2001-04-25,30.01,31.13,29.58,30.01,6.2750699525514,182800
2001-04-26,30.25,31.67,30.0,30.49,6.37543761590444,247100
2001-04-27,30.99,34.5,30.99,33.12,6.92536877135963,893500
2001-04-30,34.1,34.45,31.87,32.1,6.71208748673442,611400
2001-05-01,33.98,37.0,33.0,35.55,7.43348006708438,933000
2001-05-02,35.05,37.1,34.04,35.95,7.51711978654525,702000
2001-05-03,35.99,36.19,35.0,36.02,7.5317567374509,546500
2001-05-04,35.28,35.84,33.8,33.85,7.07801125937571,530500
2001-05-07,33.58,34.5,32.05,34.3,7.17210594376918,741000
2001-05-08,35.0,35.12,34.2,34.6,7.23483573336483,526700
2001-05-09,34.13,36.25,34.12,35.29,7.37911424943482,638000
2001-05-10,35.0,35.5,33.89,34.1,7.13028608403875,245200
2001-05-11,33.89,34.8,33.65,34.29,7.17001495078266,161600
2001-05-14,33.76,34.55,33.7,34.3,7.17210594376918,214400
2001-05-15,33.95,34.05,33.45,33.56,7.01737246276658,146900
2001-05-16,33.26,35.34,33.16,34.65,7.24529069829744,307000
2001-05-17,34.63,36.75,34.44,35.48,7.41884311617873,374900
2001-05-18,35.56,36.6,35.48,36.35,7.60075950600611,179200
2001-05-21,36.84,38.0,36.33,37.61,7.86422462230784,362700
2001-05-22,37.75,38.84,37.07,38.41,8.03150406122957,258900
2001-05-23,37.96,37.96,35.51,36.6,7.65303433066916,235800
2001-05-24,36.65,36.7,36.22,36.48,7.62794241483089,226300
2001-05-25,36.54,36.54,35.81,36.4,7.61121447093872,299300
2001-05-29,35.69,35.8,34.9,35.3,7.38120524242134,267900
2001-05-30,35.0,35.39,33.15,33.6,7.02573643471267,204900
2001-05-31,33.55,34.8,32.95,33.01,6.90236784850789,326200
2001-06-01,32.9,34.9,32.9,34.45,7.20347083856701,296400
2001-06-04,34.0,34.95,33.7,34.9,7.29756552296048,340300
2001-06-05,34.9,36.19,34.4,34.91,7.299656515947,324700
2001-06-06,34.99,35.9,34.4,35.61,7.44602602500351,347700
2001-06-07,35.11,36.1,34.95,34.99,7.31638445983917,285800
2001-06-08,35.09,36.18,34.5,36.11,7.5505756743296,302700
2001-06-11,34.87,35.94,32.35,33.26,6.95464267317093,620700
2001-06-12,33.0,33.05,31.11,31.73,6.63472074623312,324500
2001-06-13,32.05,33.25,32.04,33.16,6.93373274330571,395000
2001-06-14,32.99,33.0,31.52,31.52,6.59080989351617,126900
2001-06-15,31.4,32.39,31.32,31.78,6.64517571116573,120200
2001-06-18,31.85,32.05,31.0,31.01,6.48416925120357,90900
