,ASF,Basal_Corr,Future_DD_Mag,Era,Era_Dummy
1994-02-14,0.05809267847041791,0.15543259546988825,0.0601195561124489,1990-1999 (Pre-ETF),0
1994-02-22,0.05707871510342569,0.15328889599506218,0.06257158727075329,1990-1999 (Pre-ETF),0
1994-03-01,0.0561460563793417,0.15123569511174978,0.04840240045680433,1990-1999 (Pre-ETF),0
1994-03-08,0.055261062237837284,0.14924055463011346,0.0513437219391959,1990-1999 (Pre-ETF),0
1994-03-15,0.054407787425112146,0.14728648495391364,0.0536391464566649,1990-1999 (Pre-ETF),0
1994-03-22,0.05354816036650241,0.1454047662392873,0.05725255340608859,1990-1999 (Pre-ETF),0
1994-03-29,0.05272860143256141,0.14364083219363227,0.023249688993593698,1990-1999 (Pre-ETF),0
1994-04-06,0.052280564217032414,0.142201704849121,0.013592225206587094,1990-1999 (Pre-ETF),0
1994-04-13,0.05183477619983287,0.14072980930960033,0.009635679237324557,1990-1999 (Pre-ETF),0
1994-04-20,0.05158678438097362,0.13956423535630183,-0.0,1990-1999 (Pre-ETF),0
1994-04-28,0.05145477881292613,0.13834917212617387,0.014028096693222358,1990-1999 (Pre-ETF),0
1994-05-05,0.0513385159080507,0.13719972379953102,0.019008411974454464,1990-1999 (Pre-ETF),0
1994-05-12,0.05129994928884963,0.13632818672642338,0.0021408725792253502,1990-1999 (Pre-ETF),0
1994-05-19,0.051314818621130354,0.13521462737443155,0.02996850434655529,1990-1999 (Pre-ETF),0
1994-05-26,0.05141509920613508,0.13415773820516588,0.03119942642496709,1990-1999 (Pre-ETF),0
1994-06-03,0.0514433504558375,0.13297598340477818,0.037663305817792536,1990-1999 (Pre-ETF),0
1994-06-10,0.05149137538488617,0.13179340392601252,0.03460009412031473,1990-1999 (Pre-ETF),0
1994-06-17,0.051512658682731645,0.13057098316756907,0.03413681753158093,1990-1999 (Pre-ETF),0
1994-06-24,0.05160803505803263,0.12930623520668072,-0.0,1990-1999 (Pre-ETF),0
1994-07-01,0.051886811139978006,0.12836489694543987,-0.0,1990-1999 (Pre-ETF),0
1994-07-11,0.05219197071754036,0.12747789061899198,-0.0,1990-1999 (Pre-ETF),0
1994-07-18,0.0524610326708363,0.126531884897318,0.011269287089881952,1990-1999 (Pre-ETF),0
1994-07-25,0.052709987713021836,0.1255113997778586,0.009157960731115855,1990-1999 (Pre-ETF),0
1994-08-01,0.05310815613668834,0.12469289987417655,0.023687150379415933,1990-1999 (Pre-ETF),0
1994-08-08,0.0534526650198838,0.12387811083358749,0.01703469842323524,1990-1999 (Pre-ETF),0
1994-08-15,0.05361682318480789,0.12294830248463215,0.024152839978072715,1990-1999 (Pre-ETF),0
1994-08-22,0.05375879643498276,0.122229178867569,0.026453562018896926,1990-1999 (Pre-ETF),0
1994-08-29,0.05385080429993787,0.1215405192339506,0.05162350700404761,1990-1999 (Pre-ETF),0
1994-09-06,0.053915473566024025,0.12075093350996306,0.04613654407981216,1990-1999 (Pre-ETF),0
1994-09-13,0.05397271595146389,0.1200791627887042,0.037261262997272504,1990-1999 (Pre-ETF),0
1994-09-20,0.05410590038217571,0.11942766235848952,0.028638616697994834,1990-1999 (Pre-ETF),0
1994-09-27,0.054312571836186874,0.1188431030714837,0.025884626709344438,1990-1999 (Pre-ETF),0
1994-10-04,0.05424734522262315,0.11808489415920505,0.009899029974815399,1990-1999 (Pre-ETF),0
1994-10-11,0.054027354413122126,0.11703082226783762,0.03370620219200582,1990-1999 (Pre-ETF),0
1994-10-18,0.0538866977217975,0.11598255190976847,0.03757004487583526,1990-1999 (Pre-ETF),0
1994-10-25,0.05371101208688208,0.11491706826817151,0.02478712645259029,1990-1999 (Pre-ETF),0
1994-11-01,0.05360237382122316,0.1138577297155101,0.03913158397249317,1990-1999 (Pre-ETF),0
1994-11-08,0.053458777902194075,0.11282952695574883,0.033415650730262425,1990-1999 (Pre-ETF),0
1994-11-15,0.05330703646520014,0.11218328989455079,0.03212696488532729,1990-1999 (Pre-ETF),0
1994-11-22,0.05316049298847668,0.11156658827315964,-0.0,1990-1999 (Pre-ETF),0
1994-11-30,0.053210345126127725,0.11103312118460991,0.005422185725584394,1990-1999 (Pre-ETF),0
1994-12-07,0.05331822786661831,0.11060787641005124,-0.0,1990-1999 (Pre-ETF),0
1994-12-14,0.05360300322207449,0.1102198056431116,-0.0,1990-1999 (Pre-ETF),0
1994-12-21,0.05382231033339672,0.10999571831288747,-0.0,1990-1999 (Pre-ETF),0
1994-12-29,0.05388109045178996,0.10968328973332696,0.0010625598752853627,1990-1999 (Pre-ETF),0
1995-01-06,0.05386567644706458,0.10925074685410667,-0.0,1990-1999 (Pre-ETF),0
1995-01-13,0.053795907948444674,0.10883423012867356,0.0025538177099143633,1990-1999 (Pre-ETF),0
1995-01-20,0.053892349392773375,0.10859886730256431,-0.0,1990-1999 (Pre-ETF),0
1995-01-27,0.05398097523514372,0.1084170042076576,-0.0,1990-1999 (Pre-ETF),0
1995-02-03,0.053946206284182854,0.10807783069292633,-0.0,1990-1999 (Pre-ETF),0
1995-02-10,0.0539374916224322,0.1078589665995402,-0.0,1990-1999 (Pre-ETF),0
1995-02-17,0.05392040355454466,0.10764343632201168,-0.0,1990-1999 (Pre-ETF),0
1995-02-27,0.053876214134899014,0.10729835784156817,-0.0,1990-1999 (Pre-ETF),0
1995-03-06,0.05380169457466899,0.1069406134767997,-0.0,1990-1999 (Pre-ETF),0
1995-03-13,0.05375112596664087,0.10658021232283812,-0.0,1990-1999 (Pre-ETF),0
1995-03-20,0.05361022790977525,0.10603459201600872,-0.0,1990-1999 (Pre-ETF),0
1995-03-27,0.053368806229461205,0.10544271763116111,0.0026828419530328107,1990-1999 (Pre-ETF),0
1995-04-03,0.053129834194020224,0.10469114680028732,-0.0,1990-1999 (Pre-ETF),0
1995-04-10,0.052893757727164446,0.10412780454601663,0.0032346790336459375,1990-1999 (Pre-ETF),0
1995-04-18,0.05254802082299628,0.10346541554396226,-0.0,1990-1999 (Pre-ETF),0
1995-04-25,0.0521957725545473,0.10279248638283855,-0.0,1990-1999 (Pre-ETF),0
1995-05-02,0.051762302461233166,0.10206345413777287,-0.0,1990-1999 (Pre-ETF),0
1995-05-09,0.05135093352168772,0.10133804006010073,-0.0,1990-1999 (Pre-ETF),0
1995-05-16,0.0508777411815191,0.100580587816957,-0.0,1990-1999 (Pre-ETF),0
1995-05-23,0.05050337974552029,0.09984087024457967,-0.0,1990-1999 (Pre-ETF),0
1995-05-31,0.050062863203833886,0.09911423711692297,0.0005062233200057165,1990-1999 (Pre-ETF),0
1995-06-07,0.049654949654074375,0.09836480182165828,-0.0,1990-1999 (Pre-ETF),0
1995-06-14,0.04924833885604759,0.09756318879925456,-0.0,1990-1999 (Pre-ETF),0
1995-06-21,0.04888346999043899,0.09684762412520131,-0.0,1990-1999 (Pre-ETF),0
1995-06-28,0.04860615645653367,0.09625566446378478,-0.0,1990-1999 (Pre-ETF),0
1995-07-06,0.04835762092751436,0.09573018744023112,0.0008123110795573707,1990-1999 (Pre-ETF),0
1995-07-13,0.048177399539373805,0.09520297411663692,0.013297721876392554,1990-1999 (Pre-ETF),0
1995-07-20,0.048046444508913086,0.09471191184862922,-0.0,1990-1999 (Pre-ETF),0
1995-07-27,0.04786193220206841,0.0942451355065317,0.013746786912762543,1990-1999 (Pre-ETF),0
1995-08-03,0.04768126945132152,0.09385828270327161,0.0023266000769015527,1990-1999 (Pre-ETF),0
1995-08-10,0.047495213791568666,0.09344009679057491,-0.0,1990-1999 (Pre-ETF),0
1995-08-17,0.04747132415655692,0.09297705781219406,0.002826195114457808,1990-1999 (Pre-ETF),0
1995-08-24,0.047468300343900136,0.09262544380818777,-0.0,1990-1999 (Pre-ETF),0
1995-08-31,0.04736062149953987,0.09216630015243216,-0.0,1990-1999 (Pre-ETF),0
1995-09-08,0.047248968804663526,0.09172224568323113,-0.0,1990-1999 (Pre-ETF),0
1995-09-15,0.04708047887306457,0.0912880149004248,0.006256901571376816,1990-1999 (Pre-ETF),0
1995-09-22,0.04689328783646911,0.09087019060675608,0.0034895369499144957,1990-1999 (Pre-ETF),0
1995-09-29,0.04668783998376631,0.09046219272177242,0.00805934387491225,1990-1999 (Pre-ETF),0
1995-10-06,0.046529387472998014,0.09020916213569184,0.004789744157184805,1990-1999 (Pre-ETF),0
1995-10-13,0.04639756660018282,0.0899500226652761,0.008212126249732665,1990-1999 (Pre-ETF),0
1995-10-20,0.046269470864489924,0.0898009811344612,0.013209426131785662,1990-1999 (Pre-ETF),0
1995-10-27,0.046180066601246655,0.08961789393024681,-0.0,1990-1999 (Pre-ETF),0
1995-11-03,0.04606017900505916,0.08946739952236099,-0.0,1990-1999 (Pre-ETF),0
1995-11-10,0.045922563926704886,0.0894009780369839,-0.0,1990-1999 (Pre-ETF),0
1995-11-17,0.04576017020590774,0.08913122258410679,0.002649735590950275,1990-1999 (Pre-ETF),0
1995-11-27,0.04555343054104381,0.08880581873632895,0.004722987462376982,1990-1999 (Pre-ETF),0
1995-12-04,0.045268938821085326,0.08837075027870504,0.024768629234197204,1990-1999 (Pre-ETF),0
1995-12-11,0.045053830774121506,0.08811348262944291,0.033961838841656156,1990-1999 (Pre-ETF),0
1995-12-18,0.04482516510926494,0.08791487744419753,0.013727554132855868,1990-1999 (Pre-ETF),0
1995-12-26,0.044637859315302036,0.08773302111119353,0.025752901902303837,1990-1999 (Pre-ETF),0
1996-01-03,0.04444851266644196,0.087494350779017,0.036760488293032356,1990-1999 (Pre-ETF),0
1996-01-10,0.04415437793692368,0.08725020022784803,-0.0,1990-1999 (Pre-ETF),0
1996-01-17,0.043998616024538605,0.08707283133302864,-0.0,1990-1999 (Pre-ETF),0
1996-01-24,0.04376672021098096,0.08678199473100852,-0.0,1990-1999 (Pre-ETF),0
1996-01-31,0.043611253238383926,0.08646467816701496,-0.0,1990-1999 (Pre-ETF),0
1996-02-07,0.04345114869169077,0.08622483217038748,0.020340607222476326,1990-1999 (Pre-ETF),0
1996-02-14,0.0432147293438285,0.08610644350193175,0.02878366427480883,1990-1999 (Pre-ETF),0
1996-02-22,0.043008374461324786,0.08606234174916519,0.04627688873548119,1990-1999 (Pre-ETF),0
1996-02-29,0.04302970606054382,0.0862571067122898,0.02117327063640273,1990-1999 (Pre-ETF),0
1996-03-07,0.043121045999957384,0.08652132951018249,0.04096998133042351,1990-1999 (Pre-ETF),0
1996-03-14,0.04348788642889425,0.08700081120680467,0.021845304206261074,1990-1999 (Pre-ETF),0
1996-03-21,0.04398893113011272,0.08755559265231479,0.03438131708787873,1990-1999 (Pre-ETF),0
1996-03-28,0.044474051696220915,0.08815878124625624,0.0340093186445406,1990-1999 (Pre-ETF),0
1996-04-04,0.04498966612074775,0.08888161967749819,0.04420149251647887,1990-1999 (Pre-ETF),0
1996-04-12,0.0457489489806984,0.08984513289568148,0.015454487154108798,1990-1999 (Pre-ETF),0
1996-04-19,0.04661244996029808,0.09085064549509236,0.028214010883137686,1990-1999 (Pre-ETF),0
1996-04-26,0.047565900569208085,0.09199880082241808,0.040691130231959916,1990-1999 (Pre-ETF),0
1996-05-03,0.04865337555349714,0.09324290930823574,0.023003926956814857,1990-1999 (Pre-ETF),0
1996-05-10,0.04971583374627956,0.09451130268794483,0.038675690011543584,1990-1999 (Pre-ETF),0
1996-05-17,0.05088637726886678,0.09591532322441793,0.06284848442267155,1990-1999 (Pre-ETF),0
1996-05-24,0.05210044155624674,0.097349506063251,0.07610796289692956,1990-1999 (Pre-ETF),0
1996-06-03,0.053404025065489344,0.09886430242745557,0.061122091430423686,1990-1999 (Pre-ETF),0
1996-06-10,0.05457700957525638,0.10025934889976136,0.06737976052853312,1990-1999 (Pre-ETF),0
1996-06-17,0.05572000960176197,0.10173457065376783,0.05756506641000747,1990-1999 (Pre-ETF),0
1996-06-24,0.05679418494869879,0.10313884449293428,0.06276441952767353,1990-1999 (Pre-ETF),0
1996-07-01,0.05786000290622589,0.10453883790721778,0.07251288603236994,1990-1999 (Pre-ETF),0
1996-07-09,0.05925282435482986,0.10619362585622856,0.04258114529639179,1990-1999 (Pre-ETF),0
1996-07-16,0.06082618934188821,0.10798719839077181,0.0023871286211243348,1990-1999 (Pre-ETF),0
1996-07-23,0.06248982479541953,0.10993867088966068,-0.0,1990-1999 (Pre-ETF),0
1996-07-30,0.06417431715868187,0.1119200984485833,-0.0,1990-1999 (Pre-ETF),0
1996-08-06,0.06598547539414709,0.11389063588132742,0.010220748635743848,1990-1999 (Pre-ETF),0
1996-08-13,0.06779778262902873,0.11583513700699202,0.006952479204179962,1990-1999 (Pre-ETF),0
1996-08-20,0.06951447460319757,0.1178070234671909,0.015142208915374211,1990-1999 (Pre-ETF),0
1996-08-27,0.07102120004326007,0.11955336541497047,0.016191534614644176,1990-1999 (Pre-ETF),0
1996-09-04,0.0725912926211343,0.12135152989119218,-0.0,1990-1999 (Pre-ETF),0
1996-09-11,0.0739945740485645,0.12311470149344007,-0.0,1990-1999 (Pre-ETF),0
1996-09-18,0.07548408545039177,0.12486377760697376,-0.0,1990-1999 (Pre-ETF),0
1996-09-25,0.07691248184639554,0.12660912646080907,-0.0,1990-1999 (Pre-ETF),0
1996-10-02,0.07813517948213686,0.1280447200616965,-0.0,1990-1999 (Pre-ETF),0
1996-10-09,0.07906418385057742,0.12933879438841933,-0.0,1990-1999 (Pre-ETF),0
1996-10-16,0.07995304966650797,0.13041585170217335,0.004982820891646589,1990-1999 (Pre-ETF),0
1996-10-23,0.08076674781980639,0.13136448267688597,0.009006454312045165,1990-1999 (Pre-ETF),0
1996-10-30,0.08150426991410131,0.13229072211825704,-0.0,1990-1999 (Pre-ETF),0
1996-11-06,0.08210228894950805,0.13309528239518648,-0.0,1990-1999 (Pre-ETF),0
1996-11-13,0.08271461421669454,0.13386278563681747,0.0025029982050005506,1990-1999 (Pre-ETF),0
1996-11-20,0.0832038014591663,0.1344665687999789,0.01969221610817795,1990-1999 (Pre-ETF),0
1996-11-27,0.08356070126961668,0.1350759450377523,0.03403975126759107,1990-1999 (Pre-ETF),0
1996-12-05,0.0839738732398779,0.135757489149787,0.02025849296182769,1990-1999 (Pre-ETF),0
1996-12-12,0.08445952531054275,0.13648129298146033,-0.0,1990-1999 (Pre-ETF),0
1996-12-19,0.08502846380758745,0.13722388282635292,-0.0,1990-1999 (Pre-ETF),0
1996-12-27,0.08570778278253877,0.1378503533480276,0.012077265659761416,1990-1999 (Pre-ETF),0
1997-01-06,0.0862948072631616,0.13842797357038297,-0.0,1990-1999 (Pre-ETF),0
1997-01-13,0.08673219998708619,0.13892852402126474,0.012376432559411898,1990-1999 (Pre-ETF),0
1997-01-20,0.08688530604491132,0.1392164123022854,0.034234616245095606,1990-1999 (Pre-ETF),0
1997-01-27,0.0869513081348172,0.13932976622628876,0.019489730724724486,1990-1999 (Pre-ETF),0
1997-02-03,0.08693337949683716,0.13941186152805024,0.04654709497071474,1990-1999 (Pre-ETF),0
1997-02-10,0.08700349578572257,0.1396737022358962,0.044969007618223866,1990-1999 (Pre-ETF),0
1997-02-18,0.08712369573710581,0.13999349729005262,0.0810741212769911,1990-1999 (Pre-ETF),0
1997-02-25,0.0873301638116397,0.1403525850766374,0.07625339176055856,1990-1999 (Pre-ETF),0
1997-03-04,0.08742452078707885,0.14058408415776602,0.05163414403586719,1990-1999 (Pre-ETF),0
1997-03-11,0.08753092070197138,0.14083442768786872,0.07546779337538301,1990-1999 (Pre-ETF),0
1997-03-18,0.08764420677442114,0.14102215526114978,0.050084832887597686,1990-1999 (Pre-ETF),0
1997-03-25,0.08779576021050711,0.1411883044107815,0.04937460758998036,1990-1999 (Pre-ETF),0
1997-04-02,0.08823869685227827,0.14173552496754938,-0.0,1990-1999 (Pre-ETF),0
1997-04-09,0.08875386686203873,0.14246763273509877,-0.0,1990-1999 (Pre-ETF),0
1997-04-16,0.08941839598242231,0.1432605892820808,-0.0,1990-1999 (Pre-ETF),0
1997-04-23,0.0902520156760696,0.14422276133138753,-0.0,1990-1999 (Pre-ETF),0
1997-04-30,0.0912134266964913,0.14514529306004825,-0.0,1990-1999 (Pre-ETF),0
1997-05-07,0.09223998013484841,0.14614674710260558,-0.0,1990-1999 (Pre-ETF),0
1997-05-14,0.09324173971264095,0.14704492219090048,-0.0,1990-1999 (Pre-ETF),0
1997-05-21,0.09431179202192201,0.14805939419775171,-0.0,1990-1999 (Pre-ETF),0
1997-05-29,0.09544833884770379,0.149044689737834,0.0007700980960354542,1990-1999 (Pre-ETF),0
1997-06-05,0.0964574839208246,0.14986418295586298,-0.0,1990-1999 (Pre-ETF),0
1997-06-12,0.0975093480760584,0.15067163274852272,0.007323513885590938,1990-1999 (Pre-ETF),0
1997-06-19,0.09852498701392676,0.15144048316976194,0.023385561340743877,1990-1999 (Pre-ETF),0
1997-06-26,0.09977566540817985,0.15254848226300277,0.00757061662236902,1990-1999 (Pre-ETF),0
1997-07-03,0.10081258053205261,0.15360024079947499,0.04354795774986808,1990-1999 (Pre-ETF),0
1997-07-11,0.10194176524499139,0.15487123246552337,0.04329755504486521,1990-1999 (Pre-ETF),0
1997-07-18,0.10291173184432,0.15594534928410494,0.04185512735662689,1990-1999 (Pre-ETF),0
1997-07-25,0.1040720243471984,0.15710683479902546,0.06582940725765685,1990-1999 (Pre-ETF),0
1997-08-01,0.10515046181509881,0.1583722525938291,0.07406510476711414,1990-1999 (Pre-ETF),0
1997-08-08,0.10621503065217136,0.15958285947514375,0.06057586083508082,1990-1999 (Pre-ETF),0
1997-08-15,0.10725583320923693,0.16084517102493687,0.02644287628775943,1990-1999 (Pre-ETF),0
1997-08-22,0.10853639953287815,0.1622772061771373,0.05040386870138336,1990-1999 (Pre-ETF),0
1997-08-29,0.1099334253349963,0.16381941656178603,0.024992474680591292,1990-1999 (Pre-ETF),0
1997-09-08,0.11144937606767316,0.16540695730808058,0.05821522901849352,1990-1999 (Pre-ETF),0
1997-09-15,0.1129571380647528,0.16709370265427592,0.046511658771697495,1990-1999 (Pre-ETF),0
1997-09-22,0.11457131613602618,0.1689199915263527,0.08209916272538909,1990-1999 (Pre-ETF),0
1997-09-29,0.11596746254692195,0.17070667075694296,0.08008688869692115,1990-1999 (Pre-ETF),0
1997-10-06,0.11739772501896859,0.1725403119802872,0.09838695984006074,1990-1999 (Pre-ETF),0
1997-10-13,0.11867708240683449,0.17435680891744293,0.09411216573620784,1990-1999 (Pre-ETF),0
1997-10-20,0.12000156697254404,0.17619969409532701,0.08227205274363447,1990-1999 (Pre-ETF),0
1997-10-27,0.12142242094637196,0.17822977844517887,-0.0,1990-1999 (Pre-ETF),0
1997-11-03,0.12354716865330828,0.18069826080218138,0.019020421449971514,1990-1999 (Pre-ETF),0
1997-11-10,0.12563705800846073,0.1832872456807773,-0.0,1990-1999 (Pre-ETF),0
1997-11-17,0.12771438506478958,0.1858675240239225,0.00747200088037181,1990-1999 (Pre-ETF),0
1997-11-24,0.12981082008829098,0.18859902100338244,0.007964737620775875,1990-1999 (Pre-ETF),0
1997-12-02,0.13206091224132485,0.1913968497920919,0.03349867038358345,1990-1999 (Pre-ETF),0
1997-12-09,0.13408343275395251,0.19410813994079318,0.03755971972543004,1990-1999 (Pre-ETF),0
1997-12-16,0.13606774481339695,0.19685889048230923,0.029864441346155512,1990-1999 (Pre-ETF),0
1997-12-23,0.13754130076962545,0.19932831278393168,-0.0,1990-1999 (Pre-ETF),0
1997-12-31,0.1393090125700723,0.201990001576199,0.020300291989855057,1990-1999 (Pre-ETF),0
1998-01-08,0.1408470590254909,0.2045540581604067,0.005564570254846135,1990-1999 (Pre-ETF),0
1998-01-15,0.1426851204312506,0.207254604934889,-0.0,1990-1999 (Pre-ETF),0
1998-01-23,0.14458461045834298,0.2101084374027444,-0.0,1990-1999 (Pre-ETF),0
1998-01-30,0.14645622762554636,0.2128751052903929,-0.0,1990-1999 (Pre-ETF),0
1998-02-06,0.1484358014066454,0.21571549212204744,-0.0,1990-1999 (Pre-ETF),0
1998-02-13,0.15029987827405158,0.21847547427097846,-0.0,1990-1999 (Pre-ETF),0
1998-02-23,0.15186104098052278,0.22106006309989862,-0.0,1990-1999 (Pre-ETF),0
1998-03-02,0.15309623173818906,0.2235818371369197,-0.0,1990-1999 (Pre-ETF),0
1998-03-09,0.15402759294702134,0.2259734471448278,-0.0,1990-1999 (Pre-ETF),0
1998-03-16,0.15478851182084413,0.22842857837475605,-0.0,1990-1999 (Pre-ETF),0
1998-03-23,0.15527154085146683,0.2307721115909647,0.01883986466023657,1990-1999 (Pre-ETF),0
1998-03-30,0.15563613298417892,0.2330930657663575,0.01709029062133638,1990-1999 (Pre-ETF),0
1998-04-06,0.1558812889362018,0.2352990316877902,0.07026167643388093,1990-1999 (Pre-ETF),0
1998-04-14,0.15606398107761174,0.2374963102706468,0.11964148799854357,1990-1999 (Pre-ETF),0
1998-04-21,0.15613108983316534,0.23954119653672126,0.12817420233700383,1990-1999 (Pre-ETF),0
1998-04-28,0.1559165130213237,0.24144632699325663,0.09478299617030561,1990-1999 (Pre-ETF),0
1998-05-05,0.15474185593451303,0.24259314188070602,0.11944418667357692,1990-1999 (Pre-ETF),0
1998-05-12,0.1536149900688591,0.24372586033271795,0.11967307882499878,1990-1999 (Pre-ETF),0
1998-05-19,0.15239983498196538,0.24483322622975717,0.11469825467357475,1990-1999 (Pre-ETF),0
1998-05-27,0.15125011997337512,0.24602715364102792,0.10068389686202295,1990-1999 (Pre-ETF),0
1998-06-03,0.15007485599980264,0.24724913119756095,0.09279319176109646,1990-1999 (Pre-ETF),0
1998-06-10,0.149055575734214,0.24850772269929605,0.11689504091289116,1990-1999 (Pre-ETF),0
1998-06-17,0.14815720558970424,0.24981743477283083,0.11277106813040927,1990-1999 (Pre-ETF),0
1998-06-24,0.14741982181300722,0.25110050646044,0.1329531763893811,1990-1999 (Pre-ETF),0
1998-07-01,0.14656707842179914,0.2523235495549502,0.14479003303644045,1990-1999 (Pre-ETF),0
1998-07-09,0.14570867570083446,0.25353438157011726,0.15217169582224033,1990-1999 (Pre-ETF),0
1998-07-16,0.14465353526533103,0.25448756522988586,0.17038149150975246,1990-1999 (Pre-ETF),0
1998-07-23,0.1435683295194958,0.25542478348418224,0.13817941674435186,1990-1999 (Pre-ETF),0
