,CAGR,Vol,Sharpe,MaxDD
Benchmark (1x),0.09358903465891633,0.17870694910393745,0.35582855047193723,-0.567753877427729
Stored Energy (0x-1.5x),0.10170899040017711,0.19856751835556455,0.3611315233933253,-0.5677538774277293
Always 1.5x,0.11850337527661736,0.26806042365590615,0.33016203611699163,-0.7708426029878508
