,CAGR,Vol,Sharpe,MaxDD
Benchmark (SPY),0.10524598693622789,0.19865346668233885,0.42911905017264224,-0.5518943208423929
Minsky_Pure,0.10290225389604979,0.19759501595156623,0.41955640174836434,-0.5518943208423929
Minsky_Triggered,0.10519714660350821,0.19865266924470165,0.42887491483218787,-0.5518943208423929
Reactive,0.10907764660946007,0.15108865542192326,0.5895720387523862,-0.338570883038067
