,CAGR,Vol,Sharpe,MaxDD
Benchmark (SPY),0.12033223219439937,0.1995664070729574,0.5027511075935739,-0.4716520753744041
Reactive (Vol),0.09966375261356486,0.17320587174460997,0.4599367897355589,-0.4716520753744041
Minsky (Raw),0.122516402275892,0.19873301578227812,0.5158498796606791,-0.4716520753744041
Minsky (Hysteresis),0.11609265633331889,0.19828094487871428,0.48462879976740797,-0.4716520753744041
