period,fragility,drawdown,connectivity,liquidations,mean_return
81,0.000846688114238825,0.0,-0.00031378589695307737,99,
82,0.0007644369271846418,0.0,-0.0002980966021054235,99,
83,0.0006901662154848998,0.0,-0.000283191772000152,99,
84,0.000623102739366499,0.0,-0.0002690321834001446,99,
85,0.0005625480855483422,0.0,-0.00025558057423013744,99,
86,0.0005078714289867836,0.0,-0.00024280154551863039,99,
87,0.00045850299634597746,0.0,-0.0002306614682426983,99,
88,0.0004139281625932245,0.0,-0.00021912839483056407,99,
89,0.00037368211897914616,0.0,-0.0002081719750890357,99,
90,0.00033734505678018056,0.0,-0.00019776337633458377,99,
91,0.0003045378166942614,0.0,-0.00018787520751785498,99,
92,0.00027491795870260294,0.0,-0.00017848144714196226,99,
93,0.00024817621166428605,0.0,-0.00016955737478486414,99,
94,0.00022403326587105976,0.0,-0.0001610795060456209,99,
95,0.00020223687540266155,0.0,-0.00015302553074333998,99,
96,0.00018255924033772075,0.0,-0.00014537425420617275,99,
97,0.00016479464178387193,0.0,-0.0001381055414958639,99,
98,0.0001487573053251534,0.0,-0.00013120026442107083,99,
99,0.00013427947083444192,0.0,-0.00012464025120001714,99,
100,0.00012120964874162699,0.0,-0.00011840823864001637,99,
101,0.00010941104476658303,0.0,-0.00011248782670801556,99,
102,9.876013686926921e-05,0.0,-0.00010686343537261464,99,
103,8.914538972859543e-05,0.0,-0.00010152026360398405,99,
104,8.046609348622002e-05,0.0,-9.644425042378487e-05,99,
105,7.263131476920037e-05,0.0,-9.162203790259548e-05,99,
106,6.555894914894722e-05,0.0,-8.70409360074658e-05,99,
107,5.917486526008098e-05,0.0,-8.26888892070924e-05,99,
108,5.341213172393999e-05,0.0,-7.85544447467378e-05,99,
109,4.8210318886576786e-05,0.0,-7.46267225094009e-05,99,
110,4.351486814690997e-05,0.0,-7.089538638393089e-05,99,
111,3.927652234569923e-05,0.0,-6.73506170647342e-05,99,
112,3.545081132028116e-05,0.0,-6.39830862114977e-05,99,
113,3.199758729055535e-05,0.0,-6.0783931900922726e-05,99,
114,2.888060526151648e-05,0.0,-5.774473530587656e-05,99,
115,2.606714409214561e-05,0.0,-5.485749854058279e-05,99,
116,2.3527664292921635e-05,0.0,-5.211462361355376e-05,99,
117,2.1235499005567426e-05,0.0,-4.950889243287601e-05,99,
118,1.9166574948270565e-05,0.0,-4.703344781123218e-05,99,
119,1.729916043147206e-05,0.0,-4.468177542067056e-05,99,
120,1.5613637819100745e-05,0.0,-4.2447686649636986e-05,99,
121,1.4092298069701137e-05,0.0,-4.032530231715514e-05,99,
122,1.271915522238487e-05,0.0,-3.830903720129736e-05,99,
123,1.1479778887490966e-05,0.0,-3.639358534123249e-05,99,
124,1.0361143005011009e-05,0.0,-3.457390607417088e-05,99,
125,9.3514892880453e-06,0.0,-3.284521077046232e-05,99,
126,8.440203932313928e-06,0.0,-3.1202950231939145e-05,99,
127,7.617706299423155e-06,0.0,-2.964280272034219e-05,99,
128,6.875348419921323e-06,0.0,-2.8160662584325132e-05,99,
129,6.205324259211942e-06,0.0,-2.67526294551089e-05,99,
130,5.6005878015241706e-06,0.0,-2.5414997982353486e-05,99,
131,5.054779100399642e-06,0.0,-2.4144248083235786e-05,99,
132,4.562157513654519e-06,0.0,-2.293703567907395e-05,99,
133,4.117541432702154e-06,0.0,-2.1790183895120238e-05,99,
134,3.7162538726320804e-06,0.0,-2.0700674700364228e-05,99,
135,3.3540733532788636e-06,0.0,-1.9665640965346018e-05,99,
136,3.027189557913701e-06,0.0,-1.8682358917078704e-05,99,
137,2.7321633050414462e-06,0.0,-1.77482409712248e-05,99,
138,2.4658904155261396e-06,0.0,-1.6860828922663512e-05,99,
139,2.225569094904678e-06,0.0,-1.6017787476530347e-05,99,
140,2.0086704883848228e-06,0.0,-1.5216898102703808e-05,99,
141,1.8129121036603024e-06,0.0,-1.4456053197568614e-05,99,
142,1.6362338177700053e-06,0.0,-1.3733250537690204e-05,99,
143,1.476776221420728e-06,0.0,-1.3046588010805688e-05,99,
144,1.3328610702911803e-06,0.0,-1.239425861026541e-05,99,
145,1.2029736392582535e-06,0.0,-1.177454567975213e-05,99,
146,1.085746794804443e-06,0.0,-1.1185818395764518e-05,99,
147,9.799466177407012e-07,0.0,-1.0626527475976314e-05,99,
148,8.844594273638151e-07,0.0,-1.0095201102177505e-05,99,
149,7.982800672712287e-07,0.0,-9.590441047068633e-06,99,
150,7.205013320410458e-07,0.0,-9.110918994715197e-06,99,
151,6.503044261974011e-07,0.0,-8.655373044979448e-06,99,
152,5.869503481026328e-07,0.0,-8.222604392730483e-06,99,
153,5.297721171748648e-07,0.0,-7.811474173093948e-06,99,
154,4.781677553911123e-07,0.0,-7.420900464439236e-06,99,
155,4.3159395402003753e-07,0.0,-7.049855441217276e-06,99,
156,3.895603563064398e-07,0.0,-6.697362669156409e-06,99,
157,3.5162439804281576e-07,0.0,-6.362494535698595e-06,99,
158,3.1738664985070386e-07,0.0,-6.044369808913668e-06,99,
159,2.8648661443142487e-07,0.0,-5.742151318467964e-06,99,
160,2.5859893060253825e-07,0.0,-5.4550437525445776e-06,99,
161,2.334299519235472e-07,0.0,-5.182291564917348e-06,99,
162,2.107146531704629e-07,0.0,-4.923176986671475e-06,99,
163,1.9021384289885646e-07,0.0,-4.677018137337893e-06,99,
164,1.7171164423679386e-07,0.0,-4.443167230471004e-06,99,
165,1.5501322381261673e-07,0.0,-4.22100886894745e-06,99,
166,1.3994273961870363e-07,0.0,-4.009958425500084e-06,99,
167,1.263414907137772e-07,0.0,-3.809460504225078e-06,99,
168,1.1406624622622985e-07,0.0,-3.6189874790138244e-06,99,
169,1.0298773700512243e-07,0.0,-3.438038105063139e-06,99,
170,9.298929648515752e-08,0.0,-3.266136199809976e-06,99,
171,8.396562956036746e-08,0.0,-3.102829389819478e-06,99,
172,7.582170624687024e-08,0.0,-2.947687920328503e-06,99,
173,6.847176159396895e-08,0.0,-2.8003035243120793e-06,99,
174,6.183838963114141e-08,0.0,-2.66028834809647e-06,99,
175,5.585173135091992e-08,0.0,-2.527273930691651e-06,99,
176,5.044873796489213e-08,0.0,-2.400910234157069e-06,99,
177,4.5572506768287724e-08,0.0,-2.2808647224492178e-06,99,
178,4.117168306283503e-08,0.0,-2.166821486326754e-06,99,
179,3.719991792383581e-08,0.0,-2.058480412010415e-06,99,
180,3.361538136736897e-08,0.0,-1.9555563914098965e-06,99,
181,3.038032136970514e-08,0.0,-1.8577785718393968e-06,99,
182,2.7460665741330104e-08,0.0,-1.7648896432474307e-06,99,
183,2.4825664968197714e-08,0.0,-1.676645161085059e-06,99,
184,2.2447566694339116e-08,0.0,-1.5928129030308046e-06,99,
185,2.0301324621385675e-08,0.0,-1.513172257879267e-06,99,
186,1.8364333498332996e-08,0.0,-1.4375136449853009e-06,99,
187,1.661619275505899e-08,0.0,-1.3656379627360358e-06,99,
188,1.5038490119856363e-08,0.0,-1.2973560645992376e-06,99,
189,1.3614609106760156e-08,0.0,-1.2324882613692758e-06,99,
190,1.2329552490086826e-08,0.0,-1.170863848300812e-06,99,
191,1.116978520787626e-08,0.0,-1.11232065588577e-06,99,
192,1.0123092808456136e-08,0.0,-1.0567046230914826e-06,99,
193,9.178449889013507e-09,0.0,-1.0038693919369079e-06,99,
194,8.325907630002405e-09,0.0,-9.53675922340061e-07,99,
195,7.556486658621964e-09,0.0,-9.0599212622306e-07,99,
196,6.862082457814722e-09,0.0,-8.606925199119057e-07,99,
197,6.2353815444282645e-09,0.0,-8.176578939163104e-07,99,
198,5.669782421335867e-09,0.0,-7.767749992204947e-07,99,
199,5.159328408943509e-09,0.0,-7.379362492594711e-07,99,
200,4.698642586120627e-09,0.0,-7.010394367964966e-07,99,
201,4.282872945182703e-09,0.0,-6.659874649566722e-07,99,
202,3.907640433453707e-09,0.0,-6.326880917088379e-07,99,
203,3.5689925459436722e-09,0.0,-6.010536871233963e-07,99,
204,3.2633622470967794e-09,0.0,-5.710010027672272e-07,99,
205,2.987530667297733e-09,0.0,-5.424509526288656e-07,99,
206,2.738592463913392e-09,0.0,-5.153284049974218e-07,99,
207,2.5139249570926836e-09,0.0,-4.895619847475516e-07,99,
208,2.3111623725924346e-09,0.0,-4.650838855101737e-07,99,
209,2.128169085402476e-09,0.0,-4.4182969123466515e-07,99,
210,1.963017415285151e-09,0.0,-4.197382066729321e-07,99,
211,1.8139678648054769e-09,0.0,-3.987512963392852e-07,99,
212,1.6794505786066338e-09,0.0,-3.7881373152232056e-07,99,
213,1.5580486900645951e-09,0.0,-3.598730449462046e-07,99,
214,1.4484831112326901e-09,0.0,-3.4187939269889494e-07,99,
215,1.3496002093660309e-09,0.0,-3.2478542306394935e-07,99,
216,1.2603584842452165e-09,0.0,-3.0854615191075154e-07,99,
217,1.179817465946087e-09,0.0,-2.9311884431521437e-07,99,
218,1.107129277144736e-09,0.0,-2.7846290209945433e-07,99,
219,1.04152819702108e-09,0.0,-2.645397569944815e-07,99,
220,9.823231117422893e-10,0.0,-2.513127691447574e-07,99,
221,9.288905200577346e-10,0.0,-2.387471306875197e-07,99,
222,8.80667760938536e-10,0.0,-2.2680977415314375e-07,99,
223,8.371465742840201e-10,0.0,-2.154692854454863e-07,99,
224,7.978687710519239e-10,0.0,-2.0469582117321184e-07,99,
225,7.624202380540623e-10,0.0,-1.944610301145516e-07,99,
226,7.304279403541614e-10,0.0,-1.8473797860882385e-07,99,
227,7.015550362865497e-10,0.0,-1.755010796783828e-07,99,
228,6.7549732474248e-10,0.0,-1.6672602569446338e-07,99,
229,6.519800255233577e-10,0.0,-1.583897244097405e-07,99,
230,6.307555588946911e-10,0.0,-1.5047023818925327e-07,99,
231,6.116005479839259e-10,0.0,-1.4294672627979057e-07,99,
232,5.943134873120925e-10,0.0,-1.3579938996580088e-07,99,
233,5.787118562139426e-10,0.0,-1.2900942046751102e-07,99,
234,5.646311196372267e-10,0.0,-1.2255894944413549e-07,99,
235,5.519231738304597e-10,0.0,-1.1643100197192867e-07,99,
236,5.404544589637794e-10,0.0,-1.1060945187333234e-07,99,
237,5.301039607275015e-10,0.0,-1.0507897927966552e-07,99,
238,5.20762433176003e-10,0.0,-9.982503031568208e-08,99,
239,5.123319546385119e-10,0.0,-9.483377879989813e-08,99,
240,5.047233742061508e-10,0.0,-9.009208985990324e-08,99,
241,4.978564227542392e-10,0.0,-8.558748536690786e-08,99,
242,4.916590468084792e-10,0.0,-8.130811109856254e-08,99,
243,4.860659652550225e-10,0.0,-7.72427055436345e-08,99,
244,4.810183362735643e-10,0.0,-7.338057026645281e-08,99,
245,4.764629801812248e-10,0.0,-6.97115417531301e-08,99,
246,4.723512692095255e-10,0.0,-6.622596466547379e-08,99,
247,4.686410148835307e-10,0.0,-6.291466643219997e-08,99,
248,4.6529224917435386e-10,0.0,-5.976893311058992e-08,99,
249,4.622698890344168e-10,0.0,-5.6780486455060416e-08,99,
250,4.5954218208521525e-10,0.0,-5.3941462132307415e-08,99,
251,4.5708081763962127e-10,0.0,-5.1244389025692104e-08,99,
252,4.548590393227414e-10,0.0,-4.8682169574407475e-08,99,
253,4.528541985848733e-10,0.0,-4.624806109568707e-08,99,
254,4.510445350547343e-10,0.0,-4.3935658040902745e-08,99,
255,4.4941128596320823e-10,0.0,-4.173887513885767e-08,99,
256,4.4793746489801833e-10,0.0,-3.965193138191475e-08,99,
257,4.4660719566991247e-10,0.0,-3.7669334812818995e-08,99,
258,4.454067115133853e-10,0.0,-3.578586807217803e-08,99,
259,4.4432313384135114e-10,0.0,-3.399657466856916e-08,99,
260,4.4334569349047115e-10,0.0,-3.229674593514067e-08,99,
261,4.424631772081966e-10,0.0,-3.0681908638383626e-08,99,
262,4.4166659218802806e-10,0.0,-2.9147813206464454e-08,99,
263,4.409479448241882e-10,0.0,-2.769042254614128e-08,99,
264,4.402992415108997e-10,0.0,-2.6305901418834194e-08,99,
265,4.3971359886540995e-10,0.0,-2.49906063478925e-08,99,
266,4.391855767948982e-10,0.0,-2.3741076030497866e-08,99,
267,4.3870862498351926e-10,0.0,-2.2554022228972992e-08,99,
268,4.382781915168721e-10,0.0,-2.1426321117524388e-08,99,
269,4.3788994652516067e-10,0.0,-2.035500506164816e-08,99,
270,4.375388940047742e-10,0.0,-1.9337254808565745e-08,99,
271,4.372228135096634e-10,0.0,-1.8370392068137452e-08,99,
272,4.369373751700323e-10,0.0,-1.745187246473057e-08,99,
273,4.366796924060168e-10,0.0,-1.6579278841494045e-08,99,
274,4.364471006823578e-10,0.0,-1.5750314899419337e-08,99,
275,4.362374905753086e-10,0.0,-1.4962799154448393e-08,99,
276,4.360478644827026e-10,0.0,-1.4214659196725977e-08,99,
277,4.3587677911460787e-10,0.0,-1.3503926236889659e-08,99,
278,4.3572245811418497e-10,0.0,-1.2828729925045171e-08,99,
279,4.355834581915019e-10,0.0,-1.2187293428792901e-08,99,
280,4.3545766992281187e-10,0.0,-1.1577928757353243e-08,99,
281,4.3534431615199765e-10,0.0,-1.099903231948559e-08,99,
282,4.3524184256682474e-10,0.0,-1.04490807035113e-08,99,
283,4.3514947201117593e-10,0.0,-9.926626668335733e-09,99,
284,4.3506620528432904e-10,0.0,-9.430295334918962e-09,99,
285,4.3499071011865453e-10,0.0,-8.95878056817301e-09,99,
286,4.3492309753645486e-10,0.0,-8.51084153976436e-09,99,
287,4.34861924247798e-10,0.0,-8.085299462776137e-09,99,
288,4.348065241188692e-10,0.0,-7.681034489637337e-09,99,
289,4.3475667510506355e-10,0.0,-7.29698276515546e-09,99,
290,4.347114890279613e-10,0.0,-6.932133626897695e-09,99,
291,4.346709658875625e-10,0.0,-6.585526945552807e-09,99,
292,4.3463410648314493e-10,0.0,-6.2562505982751675e-09,99,
293,4.3460113285931357e-10,0.0,-5.943438068361405e-09,99,
294,4.345710458153462e-10,0.0,-5.64626616494334e-09,99,
295,4.3454406739584783e-10,0.0,-5.363952856696168e-09,99,
296,4.3451975351160854e-10,0.0,-5.095755213861364e-09,99,
297,4.344979931403259e-10,0.0,-4.840967453168297e-09,99,
298,4.3447789810358017e-10,0.0,-4.598919080509876e-09,99,
299,4.344603565797911e-10,0.0,-4.368973126484375e-09,99,
300,4.344440363013291e-10,0.0,-4.1505244701601625e-09,99,
301,4.3442971442431144e-10,0.0,-3.942998246652156e-09,99,
302,4.3441639174801594e-10,0.0,-3.745848334319554e-09,99,
303,4.3440440133935e-10,0.0,-3.55855591760357e-09,99,
304,4.343936321760111e-10,0.0,-3.380628121723397e-09,99,
305,4.343839732356969e-10,0.0,-3.2115967156372296e-09,99,
306,4.343750914514999e-10,0.0,-3.051016879855369e-09,99,
307,4.343676529572349e-10,0.0,-2.898466035862598e-09,99,
308,4.3436032548527237e-10,0.0,-2.7535427340694622e-09,99,
309,4.3435388619172954e-10,0.0,-2.6158655973659904e-09,99,
310,4.343483350766064e-10,0.0,-2.4850723174976943e-09,99,
311,4.343427839614833e-10,0.0,-2.360818701622811e-09,99,
312,4.3433812102477987e-10,0.0,-2.2427777665416697e-09,99,
313,4.343339021772863e-10,0.0,-2.130638878214591e-09,99,
314,4.3433023844130503e-10,0.0,-2.0241069343038585e-09,99,
315,4.3432657470532376e-10,0.0,-1.922901587588667e-09,99,
316,4.343234660808548e-10,0.0,-1.8267565082092358e-09,99,
317,4.343205795009908e-10,0.0,-1.735418682798775e-09,99,
318,4.3431802598803415e-10,0.0,-1.6486477486588333e-09,99,
319,4.3431591656428736e-10,0.0,-1.5662153612258943e-09,99,
320,4.343138071405406e-10,0.0,-1.4879045931645994e-09,99,
321,4.343119197613987e-10,0.0,-1.4135093635063674e-09,99,
322,4.3431036544916424e-10,0.0,-1.3428338953310496e-09,99,
323,4.343083670477199e-10,0.0,-1.2756922005645001e-09,99,
324,4.343074788693002e-10,0.0,-1.211907590536273e-09,99,
325,4.3430592455706574e-10,0.0,-1.15131221100946e-09,99,
326,4.3430492535634357e-10,0.0,-1.0937466004589866e-09,99,
327,4.343039261556214e-10,0.0,-1.0390592704360406e-09,99,
328,4.343030379772017e-10,0.0,-9.87106306914236e-10,99,
329,4.3430226082108447e-10,0.0,-9.377509915685248e-10,99,
330,4.3430170570957216e-10,0.0,-8.908634419901006e-10,99,
331,4.3430070650885e-10,0.0,-8.463202698905953e-10,99,
332,4.3429992935273276e-10,0.0,-8.040042563960649e-10,99,
333,4.3429970730812784e-10,0.0,-7.638040435762617e-10,99,
334,4.342991521966155e-10,0.0,-7.25613841397448e-10,99,
335,4.3429870810740567e-10,0.0,-6.893331493275755e-10,99,
336,4.3429815299589336e-10,0.0,-6.548664918611958e-10,99,
337,4.342980419735909e-10,0.0,-6.221231672681361e-10,99,
338,4.3429759788438105e-10,0.0,-5.910170089047306e-10,99,
339,4.3429726481747366e-10,0.0,-5.614661584594934e-10,99,
340,4.3429704277286874e-10,0.0,-5.333928505365189e-10,99,
341,4.342968207282638e-10,0.0,-5.067232080096916e-10,99,
342,4.342965986836589e-10,0.0,-4.813870476092072e-10,99,
343,4.342964876613564e-10,0.0,-4.573176952287478e-10,99,
344,4.342962656167515e-10,0.0,-4.3445181046730993e-10,99,
345,4.3429582152754165e-10,0.0,-4.1272921994394463e-10,99,
346,4.3429582152754165e-10,0.0,-3.9209275894674713e-10,99,
347,4.3429582152754165e-10,0.0,-3.7248812099940957e-10,99,
348,4.3429582152754165e-10,0.0,-3.53863714949439e-10,99,
349,4.3429548846063426e-10,0.0,-3.36170529201967e-10,99,
350,4.3429548846063426e-10,0.0,-3.1936200274186875e-10,99,
351,4.3429548846063426e-10,0.0,-3.0339390260477513e-10,99,
352,4.3429526641602934e-10,0.0,-2.882242074745363e-10,99,
353,4.3429526641602934e-10,0.0,-2.738129971008099e-10,99,
354,4.342950443714244e-10,0.0,-2.601223472457692e-10,99,
355,4.342950443714244e-10,0.0,-2.4711622988348073e-10,99,
356,4.3429493334912195e-10,0.0,-2.347604183893067e-10,99,
357,4.342950443714244e-10,0.0,-2.230223974698412e-10,99,
358,4.342950443714244e-10,0.0,-2.1187127759634924e-10,99,
359,4.3429493334912195e-10,0.0,-2.0127771371653142e-10,99,
360,4.3429493334912195e-10,0.0,-1.9121382803070468e-10,99,
361,4.34294711304517e-10,0.0,-1.8165313662916949e-10,99,
362,4.3429493334912195e-10,0.0,-1.7257047979771076e-10,99,
363,4.3429493334912195e-10,0.0,-1.639419558078256e-10,99,
364,4.34294711304517e-10,0.0,-1.5574485801743433e-10,99,
365,4.34294711304517e-10,0.0,-1.4795761511656265e-10,99,
366,4.34294711304517e-10,0.0,-1.4055973436073472e-10,99,
367,4.34294711304517e-10,0.0,-1.3353174764269776e-10,99,
368,4.3429493334912195e-10,0.0,-1.2685516026056304e-10,99,
369,4.34294711304517e-10,0.0,-1.2051240224753474e-10,99,
370,4.342944892599121e-10,0.0,-1.14486782135158e-10,99,
371,4.34294711304517e-10,0.0,-1.0876244302840019e-10,99,
372,4.34294711304517e-10,0.0,-1.0332432087698018e-10,99,
373,4.342944892599121e-10,0.0,-9.815810483313095e-11,99,
374,4.34294711304517e-10,0.0,-9.325019959147465e-11,99,
375,4.34294711304517e-10,0.0,-8.858768961190079e-11,99,
376,4.34294711304517e-10,0.0,-8.415830513130587e-11,99,
377,4.342944892599121e-10,0.0,-7.995038987474032e-11,99,
378,4.34294711304517e-10,0.0,-7.595287038100335e-11,99,
379,4.34294711304517e-10,0.0,-7.215522686195302e-11,99,
380,4.342944892599121e-10,0.0,-6.854746551885548e-11,99,
381,4.342944892599121e-10,0.0,-6.512009224291276e-11,99,
382,4.342944892599121e-10,0.0,-6.186408763076707e-11,99,
383,4.342944892599121e-10,0.0,-5.877088324922878e-11,99,
384,4.34294711304517e-10,0.0,-5.5832339086767326e-11,99,
385,4.342944892599121e-10,0.0,-5.3040722132428865e-11,99,
386,4.342944892599121e-10,0.0,-5.038868602580746e-11,99,
387,4.342944892599121e-10,0.0,-4.7869251724517016e-11,99,
388,4.34294711304517e-10,0.0,-4.5475789138291195e-11,99,
389,4.34294711304517e-10,0.0,-4.320199968137661e-11,99,
390,4.342944892599121e-10,0.0,-4.1041899697307866e-11,99,
391,4.34294711304517e-10,0.0,-3.89898047124424e-11,99,
392,4.342944892599121e-10,0.0,-3.7040314476820324e-11,99,
393,4.342944892599121e-10,0.0,-3.5188298752979335e-11,99,
394,4.34294711304517e-10,0.0,-3.34288838153303e-11,99,
395,4.342944892599121e-10,0.0,-3.175743962456382e-11,99,
396,4.34294711304517e-10,0.0,-3.0169567643335566e-11,99,
397,4.342944892599121e-10,0.0,-2.8661089261168823e-11,99,
398,4.342944892599121e-10,0.0,-2.722803479811037e-11,99,
399,4.34294711304517e-10,0.0,-2.586663305820487e-11,99,
400,4.34294711304517e-10,0.0,-2.4573301405294633e-11,99,
401,4.342944892599121e-10,0.0,-2.334463633502992e-11,99,
402,4.342944892599121e-10,0.0,-2.2177404518278364e-11,99,
403,4.34294711304517e-10,0.0,-2.1068534292364475e-11,99,
404,4.34294711304517e-10,0.0,-2.0015107577746243e-11,99,
405,4.342944892599121e-10,0.0,-1.9014352198858926e-11,99,
406,4.342944892599121e-10,0.0,-1.806363458891596e-11,99,
407,4.342944892599121e-10,0.0,-1.7160452859470213e-11,99,
408,4.342944892599121e-10,0.0,-1.6302430216496697e-11,99,
409,4.342944892599121e-10,0.0,-1.5487308705671836e-11,99,
410,4.342944892599121e-10,0.0,-1.471294327038824e-11,99,
411,4.342944892599121e-10,0.0,-1.3977296106868831e-11,99,
412,4.34294711304517e-10,0.0,-1.3278431301525386e-11,99,
413,4.342944892599121e-10,0.0,-1.26145097364491e-11,99,
414,4.342944892599121e-10,0.0,-1.1983784249626651e-11,99,
415,4.34294711304517e-10,0.0,-1.138459503714531e-11,99,
416,4.342944892599121e-10,0.0,-1.0815365285288043e-11,99,
417,4.342944892599121e-10,0.0,-1.0274597021023643e-11,99,
418,4.342944892599121e-10,0.0,-9.760867169972475e-12,99,
419,4.34294711304517e-10,0.0,-9.272823811473854e-12,99,
420,4.342944892599121e-10,0.0,-8.809182620900164e-12,99,
421,4.342944892599121e-10,0.0,-8.368723489855144e-12,99,
422,4.342944892599121e-10,0.0,-7.950287315362386e-12,99,
423,4.342944892599121e-10,0.0,-7.55277294959427e-12,99,
424,4.342944892599121e-10,0.0,-7.175134302114557e-12,99,
425,4.34294711304517e-10,0.0,-6.8163775870088214e-12,99,
