,CAGR,Vol,Sharpe,MaxDD
Benchmark (1x),0.08561655509196209,0.18109019175486746,0.30712074769486897,-0.5677538774277285
Dynamic (0x-1.5x),0.08782001616080537,0.18929146250540893,0.30545496027932684,-0.5677538774277293
Always 1.5x,0.10611201156633099,0.2716352876323012,0.28019927834030134,-0.7708426029878505
