,CAGR,Vol,Sharpe,MaxDD
Benchmark (S&P 500),0.08732241315839429,0.18084464634420475,0.3169704733713352,-0.5677538774277284
Minsky,0.09679126958561879,0.18040270416396162,0.37023430383235595,-0.5677538774277291
Reactive,0.09311031801511893,0.1792530680196405,0.35207385130057595,-0.548138134103287
