,CAGR,Volatility,Sharpe,Max_Drawdown,Calmar,Sortino,Strategy
0,0.08612812275854109,0.20051566642234972,0.412839634070819,-0.5677538774277286,0.1516997526265325,0.5031186598277444,Benchmark
1,0.0596668069780979,0.14649562035193608,0.33253792374297475,-0.4231933312865193,0.14099184123887107,0.39781005902659244,Simple (Old)
2,0.06058380555060783,0.15593538861105716,0.3271255482424761,-0.44364302789954035,0.1365598053855285,0.38589742589795356,Interaction
3,0.040721626684337986,0.15318194363199847,0.2069979264574079,-0.4009678816482822,0.10155832561186998,0.22686803546705334,Aggressive
4,0.11480495794255896,0.1913239023378745,0.5596129206103678,-0.4618155855666559,0.248594810419166,0.736249331282478,Vol-Timing
