,CAGR,Vol,Sharpe,MaxDD
Benchmark,0.08561655509196209,0.18109019175486746,0.30712074769486897,-0.5677538774277285
Momentum_Warning,0.07553566991082827,0.15862467681125073,0.28706548581348207,-0.5331452616708312
