horizon,ath_mean,ath_positive_pct,other_mean,other_positive_pct,difference
3M,2.1527126460905146,71.9814241486068,3.3011448072135043,75.2415458937198,-1.1484321611229897
6M,4.230507122503778,63.464837049742705,6.592709927988865,81.3707729468599,-2.3622028054850865
12M,11.798676307115235,94.01544401544402,12.777589217977509,84.46631805598277,-0.9789129108622738
