,entropy,connectivity,asf
2010-10-28,0.6852221011478372,0.18270980792101887,0.35586655102999853
2010-10-29,0.6860324970871972,0.18127847679830633,0.35565705578941254
2010-11-01,0.6868550569177568,0.18822581474838682,0.3554444952258767
2010-11-02,0.6882267786151967,0.1898413565308062,0.3552261388566713
2010-11-03,0.6900362184561696,0.19359383709234776,0.35499982707010713
2010-11-04,0.695167033811733,0.1929041486583801,0.3547489927656979
2010-11-05,0.6857420770806716,0.2236945698643343,0.354546537416466
2010-11-08,0.6853695937546271,0.22145766699446773,0.35434695676061057
2010-11-09,0.6865850611491342,0.22133515902345915,0.35414229667106184
2010-11-10,0.6848554703321842,0.2428530216948996,0.3539473078360456
2010-11-11,0.6892378450349285,0.23877716376940503,0.35373138207169075
2010-11-12,0.6931168444009209,0.23980148664637965,0.3534971409393277
2010-11-15,0.6764622281376915,0.27105976642676444,0.3533473440939426
2010-11-16,0.6688327408281145,0.2870546649448262,0.35323644366933227
2010-11-17,0.6614673213935465,0.277647575339685,0.35316292484401784
2010-11-18,0.6645461854895954,0.278268558254234,0.35307437929234975
2010-11-19,0.6593184414799728,0.28469781898542834,0.35301241518848814
2010-11-22,0.6602663505340269,0.2825007111605737,0.3529460213598756
2010-11-23,0.6614368271534304,0.2862575841562992,0.35287410711730904
2010-11-24,0.6607699662642516,0.28613825924854513,0.35280588675040125
2010-11-26,0.6538866181426123,0.2819871537685718,0.35277242422593613
2010-11-29,0.6585498583665318,0.2807215374403096,0.3527158128129738
2010-11-30,0.6618424160784172,0.2794926965666488,0.35264302166851685
2010-12-01,0.6645389468892036,0.28053046956390393,0.35255711182572824
2010-12-02,0.6608489382990645,0.26972810333026476,0.3524900815751043
2010-12-03,0.6624758303436857,0.2709103442647903,0.3524152520155103
2010-12-06,0.6662410788026235,0.27309471999701307,0.35232197036141966
2010-12-07,0.6660991380125035,0.27659104799865264,0.35222986481955004
2010-12-08,0.6514137674048203,0.3008520224256614,0.3522116466584282
2010-12-09,0.6490745136442067,0.2976935630953687,0.352205215856915
2010-12-10,0.6475300196503586,0.29757403625114404,0.35220653967937865
2010-12-13,0.6471265967426406,0.2940855904073061,0.35220987399726855
2010-12-14,0.6462863880688134,0.29429533353263,0.35221739268693814
2010-12-15,0.6419819813555722,0.29735734936315544,0.35224639581672557
2010-12-16,0.6438503160474829,0.29941778337067504,0.35226591225740456
2010-12-17,0.6447802350692026,0.29687657024488834,0.3522806815207715
2010-12-20,0.6393226585858482,0.3058918664790412,0.35232266482023844
2010-12-21,0.6432452514929335,0.3070673371522048,0.3523448252386726
2010-12-22,0.6425925955363604,0.3075023212463946,0.35237013813479745
2010-12-23,0.6415527942058546,0.30776293035310837,0.3524005234730942
2010-12-27,0.642989064771518,0.3106989752607361,0.35242357553187115
2010-12-28,0.6438345390453225,0.3145874210442867,0.3524422849589852
2010-12-29,0.6434027800058167,0.3046406507163915,0.3524630596341612
2010-12-30,0.6389920919750256,0.30679936443238437,0.3525057838761153
2010-12-31,0.6380395841362327,0.30747679506379233,0.3525530570360536
2011-01-03,0.6307914179519027,0.3175700795366884,0.3526363346611138
2011-01-04,0.6330589011193404,0.3173050858168947,0.35270785848221153
2011-01-05,0.6344849321562155,0.3122460072933532,0.35277189452901936
2011-01-06,0.6334646902297838,0.3113974114055459,0.35284071160522534
2011-01-07,0.632287448150487,0.310805404669689,0.35291507080644674
2011-01-10,0.6280504232837084,0.3081231829977255,0.35301024333599595
2011-01-11,0.6269196965792273,0.3093082944281594,0.35311059363641983
2011-01-12,0.6247696058142184,0.3090523639704021,0.3532211926391666
2011-01-13,0.6241086198344905,0.3071043890755129,0.35333454357679833
2011-01-14,0.6239184501618997,0.30427943448893513,0.35344827860810485
2011-01-18,0.6248356853066068,0.30051130562174916,0.35355685878853127
2011-01-19,0.6257157547746565,0.2985647255401166,0.35366049572071534
2011-01-20,0.628623410760411,0.30307259353302973,0.3537490761883097
2011-01-21,0.6290403669255945,0.31053045137347535,0.35383512897274016
2011-01-24,0.6278233729901671,0.3124933044847921,0.3539268364629256
2011-01-25,0.627034426854151,0.3120412144364236,0.3540220301463402
2011-01-26,0.6269086118746433,0.3051675060893455,0.3541173769362353
2011-01-27,0.6265525085630007,0.3019867031414299,0.3542140275087391
2011-01-28,0.6281926805367412,0.2941078433581727,0.3543019939685117
2011-01-31,0.6288215500606457,0.2942241234418238,0.35438637624836594
2011-02-01,0.629495165719277,0.2900253679598038,0.35446696853852777
2011-02-02,0.6297319597848127,0.2869976290353024,0.35454597389691106
2011-02-03,0.6295049783158037,0.2842094645757907,0.35462571913584745
2011-02-04,0.6251233664667147,0.2866638647491445,0.3547269737078346
2011-02-07,0.6313168923447052,0.2663091642833311,0.35479675437757197
2011-02-08,0.6294434450737613,0.26850896939771146,0.3548755533803153
2011-02-09,0.6278683244993297,0.26480894722159043,0.3549618339909171
2011-02-10,0.6289066670518625,0.2565953585104198,0.35504249148570316
2011-02-11,0.6266974162585632,0.26099916651056937,0.35513379194698186
2011-02-14,0.6213439626375018,0.2585636163313489,0.35525140317405945
2011-02-15,0.6336534320261578,0.23038810663663523,0.35530687899805835
2011-02-16,0.6367471869678316,0.21820767621744466,0.35534660866822887
2011-02-17,0.6441222780096738,0.22590529812536997,0.35534926423483937
2011-02-18,0.640963270605414,0.23141272920627587,0.3553677015606381
2011-02-22,0.6502055260229379,0.21468484587602266,0.35533983542272024
2011-02-23,0.6513002886246467,0.206024227640184,0.3553066348024834
2011-02-24,0.6549134064937955,0.20373634294703155,0.355255534596002
2011-02-25,0.6553305661409298,0.2001789016001405,0.35520260409231735
2011-02-28,0.6573909744284394,0.2152096401593495,0.35513963619971356
2011-03-01,0.6589631951184108,0.21967404731583678,0.35506912204312296
2011-03-02,0.659887688526881,0.21832848349486694,0.3549943379902729
2011-03-03,0.6576203361630865,0.22082499511572926,0.3549312646195061
2011-03-04,0.664838879112346,0.23815188701793297,0.3548324139008468
2011-03-07,0.6620212510996462,0.24196619027988997,0.35474814557584433
2011-03-08,0.6599206368240317,0.24255347762192472,0.35467480166384496
2011-03-09,0.6607631399648344,0.2424447062175065,0.35459761195570155
2011-03-10,0.6710541221502291,0.21347143189602738,0.35446935328517193
2011-03-11,0.665957887916548,0.20387143761008697,0.35436721707916335
2011-03-14,0.6677215149546062,0.20417979377462353,0.3542567734189945
2011-03-15,0.6681974509709844,0.20183866674321424,0.3541445022970446
2011-03-16,0.657848262171221,0.2040448349604367,0.3540845384747032
2011-03-17,0.6579926459954717,0.1963806209596365,0.3540241525523523
2011-03-18,0.651391669012514,0.18822935747783348,0.35399707344452797
2011-03-21,0.6501074800802996,0.19083130216375213,0.35397655067690387
2011-03-22,0.6505994743554653,0.17410114920096806,0.35395367055174204
2011-03-23,0.6519085542931984,0.17401723520934828,0.3539243594275173
2011-03-24,0.6507195523144826,0.1722440434527746,0.35390113986880734
2011-03-25,0.6513778199134147,0.173843116084169,0.35387474506989625
2011-03-28,0.6503829614645597,0.17235891544271223,0.353853456537224
2011-03-29,0.6476755892233734,0.17263610829237536,0.353845811308421
2011-03-30,0.6529637556491428,0.18298506627430103,0.35381176347363325
2011-03-31,0.6552858840068447,0.17733952634704514,0.3537662752362309
2011-04-01,0.6548434710935221,0.17527226716784183,0.3537232265045821
2011-04-04,0.6582350690505715,0.16140108622580568,0.3536634350268063
2011-04-05,0.6555827927305268,0.1661864637924758,0.35361720388801965
2011-04-06,0.657222074487617,0.1668155379254241,0.35356300749614145
2011-04-07,0.6611529630798747,0.15691061974706486,0.35348942764326136
2011-04-08,0.6626034399084054,0.15826849364655995,0.35340896330550303
2011-04-11,0.6639259671008684,0.1594896108779211,0.3533222886534712
2011-04-12,0.6622032678276377,0.159200806655621,0.35324466087106565
2011-04-13,0.6586945955867215,0.15436570664242988,0.35318496458877674
2011-04-14,0.6604466634156408,0.15722187246861416,0.35311680644875465
2011-04-15,0.6593907031888888,0.1598636175840084,0.35305426890056646
2011-04-18,0.6563194523436153,0.16401340141421297,0.3530074002943456
2011-04-19,0.657708610074591,0.1642898811829557,0.3529538202425009
2011-04-20,0.6570981673267792,0.16600844221009298,0.35290356030465453
2011-04-21,0.6556588936285009,0.14576599107438057,0.3528607480349888
2011-04-25,0.6547146152709589,0.1422327370772893,0.35282287121845907
2011-04-26,0.6557201994895633,0.14114219887657337,0.35278015586491895
2011-04-27,0.657812678579498,0.14210459397641922,0.3527271916926969
2011-04-28,0.6616210037280349,0.14552039932833988,0.3526554507155933
2011-04-29,0.6626517083852235,0.14895019846339994,0.35257891492008925
2011-05-02,0.6641943967434302,0.14746466013018533,0.35249504836177165
2011-05-03,0.6686088601578368,0.15134069620921095,0.3523895288191736
2011-05-04,0.6702165478301169,0.15454313113440726,0.3522764984359272
2011-05-05,0.6642629623309739,0.15623989296020233,0.35219380113209264
2011-05-06,0.6422160469389767,0.1614906864399128,0.35222175189173727
2011-05-09,0.6455525116973992,0.1567860473052492,0.3522328805737916
2011-05-10,0.6423592210330357,0.1609448657604547,0.35225992006575746
2011-05-11,0.6442628070461458,0.16183601916277898,0.35227730643019795
2011-05-12,0.6407125580481764,0.16244731699968062,0.3523123571078061
2011-05-13,0.6411443415585653,0.15788514930790354,0.35234507361447426
2011-05-16,0.6428017271355176,0.15529970980630217,0.35236933961072425
2011-05-17,0.6424128213803982,0.15490485433514478,0.35239542880576863
2011-05-18,0.644366337395039,0.1560807145992933,0.35241161997476456
2011-05-19,0.6407325152890273,0.1522540379184345,0.35244589929844555
2011-05-20,0.6398606936243788,0.1480931927140273,0.3524843663338314
2011-05-23,0.6379753145868002,0.148314172614177,0.35253206792922825
2011-05-24,0.6381147706862103,0.15728472056614912,0.35257883373615106
2011-05-25,0.6335975763692298,0.16023404944283584,0.3526479516856242
2011-05-26,0.6338977990412713,0.16064604692009526,0.3527152229319897
2011-05-27,0.6349274445145668,0.14984353966823752,0.35277700959475694
2011-05-31,0.6327612211989262,0.15128849340686973,0.3528493184407885
2011-06-01,0.6291769497791574,0.1560395235793412,0.3529391870996888
2011-06-02,0.6267744205631294,0.14833043034157656,0.35304061906137474
2011-06-03,0.6278985132686764,0.14848342031583536,0.3531359233997245
2011-06-06,0.6287126365985088,0.14194862351736431,0.35322668059973333
2011-06-07,0.6275794168797089,0.14074861166965644,0.3533226501123361
2011-06-08,0.6289305951846959,0.14010816487042257,0.35341138388585097
2011-06-09,0.6319506251382376,0.14015740944611668,0.35348457384073056
2011-06-10,0.6402669411325397,0.1486957213548942,0.3535158162658642
2011-06-13,0.6399347078402015,0.1473810995500064,0.3535485636453339
2011-06-14,0.6387002780400406,0.15752881743233513,0.353587319436907
2011-06-15,0.6388000137000055,0.15361933926664703,0.35362538277122246
2011-06-16,0.6393709693692089,0.14639197919789923,0.35366040101052026
2011-06-17,0.643927864853562,0.1527733439012997,0.3536724596811998
2011-06-20,0.6474014860588254,0.15086376529580026,0.3536670899524997
2011-06-21,0.6532275675655261,0.1537122447640783,0.3536326166649095
2011-06-22,0.6517306916383676,0.15603468338650747,0.35360580012339315
2011-06-23,0.6528187276864288,0.15653136006526733,0.35357367748434404
2011-06-24,0.6512219470137544,0.14836226649537163,0.35354969936185354
2011-06-27,0.6536013434726291,0.15012899875284944,0.3535139441476811
2011-06-28,0.6517677982180146,0.1539729680170266,0.35348753543585265
2011-06-29,0.6448426019829334,0.14546400564568798,0.35349588474875876
2011-06-30,0.6421107650454327,0.13888942330163026,0.3535178514997878
2011-07-01,0.646967041427965,0.1395448342156852,0.35351542703514904
2011-07-05,0.6451860292522528,0.13883159368884118,0.35352191975371206
2011-07-06,0.6451808948278484,0.15185916927193538,0.3535284056808043
2011-07-07,0.6449833088299335,0.15118087267441788,0.3535358471082506
2011-07-08,0.6432339521669406,0.1465568381327256,0.3535519981118746
2011-07-11,0.6356332782442055,0.15092185809828967,0.3536060717300942
2011-07-12,0.6338494337059731,0.1515798820047315,0.35366879420291386
2011-07-13,0.6349575182547725,0.1489621028697149,0.35372566264062544
2011-07-14,0.6396251722605427,0.16048998875179415,0.3537589084661196
2011-07-15,0.6370458063633762,0.1663410150603906,0.35380488489197215
2011-07-18,0.6375827639253162,0.16945298408920167,0.3538479466478857
2011-07-19,0.641670675304567,0.16089082218025832,0.35387035353812346
2011-07-20,0.6430497103131119,0.16336442383146643,0.3538857532188673
2011-07-21,0.6428018571826433,0.15979745117497612,0.35390231516685977
2011-07-22,0.6448880834488558,0.16428026423865005,0.35390836317378116
2011-07-25,0.6445152374220342,0.17097698214793575,0.35391624517080206
2011-07-26,0.6430996253613055,0.17646091804088443,0.3539311658181415
2011-07-27,0.6461196603133569,0.1815176711934032,0.353930911687484
2011-07-28,0.6464764961027801,0.1899419030610998,0.3539288746485327
2011-07-29,0.6468810843436286,0.18579480917305968,0.35392482485357185
2011-08-01,0.6393111679773253,0.18356285628872526,0.35395864488941736
2011-08-02,0.6404320205968528,0.18252720821652438,0.35398669156198603
2011-08-03,0.6372857564692046,0.1861691862927736,0.35403032932183004
2011-08-04,0.6427441769012167,0.1858433150828002,0.3540464567907148
2011-08-05,0.6393713121950123,0.1553016346573727,0.35407936794578615
2011-08-08,0.636572081746598,0.17176438955586026,0.35412611069732425
2011-08-09,0.6388364424333641,0.14987735722417275,0.3541612979316708
2011-08-10,0.6464875643375299,0.15518284712267652,0.35415805362032476
2011-08-11,0.6439764210108937,0.17193565737795977,0.3541673812471687
2011-08-12,0.6221272963978554,0.1590624691117132,0.35428590785894354
2011-08-15,0.6210625563522423,0.16058445494599408,0.3544091655378876
2011-08-16,0.6212934192116721,0.16044422045070303,0.3545306526141398
2011-08-17,0.6207871558576016,0.16094600019449773,0.3546540635717811
2011-08-18,0.6248749872348813,0.16735571645782246,0.3547564183177478
2011-08-19,0.6291671449522556,0.16320481491094668,0.35483680050139776
2011-08-22,0.6329065722902891,0.16036151439259702,0.3548980836374393
2011-08-23,0.6345082120096642,0.15746445596991535,0.35495105215920375
2011-08-24,0.6327009541091455,0.1546179288623002,0.355012792127862
2011-08-25,0.633283486314835,0.1704321602729284,0.3550713107356485
2011-08-26,0.6340398875330971,0.1721405187653066,0.3551257547443048
2011-08-29,0.6351452603785425,0.1735296322944652,0.3551743996686906
2011-08-30,0.635763761762816,0.17165058552741141,0.35521970886153303
2011-08-31,0.6366938858846294,0.1853721195149184,0.3552601408878022
2011-09-01,0.6390495552913176,0.18424478566641336,0.35528859240690663
2011-09-02,0.6401863894387488,0.1824643469181176,0.35531121749767836
2011-09-06,0.6396363445956701,0.1777887230839514,0.3553364796872116
2011-09-07,0.6418312756043303,0.17553478647977533,0.3553506409107539
2011-09-08,0.6410206046658934,0.1736628634034775,0.35536878468287064
2011-09-09,0.6435017391856063,0.17566762823308288,0.35537443206352826
2011-09-12,0.6414317351246159,0.17709089174756895,0.3553904012275875
2011-09-13,0.642576666223402,0.17552316109077065,0.3554005658903326
2011-09-14,0.645090136353116,0.17566177477118686,0.35539811237911534
2011-09-15,0.6484209345001594,0.17945055981076907,0.355379017144719
2011-09-16,0.6487419283903738,0.17976008854494369,0.3553584124170435
2011-09-19,0.6475682070847528,0.1791845437217339,0.35534377931953454
2011-09-20,0.6454790943908577,0.1765274971690942,0.35533966495098257
2011-09-21,0.6461774022978669,0.17559736981505694,0.35533207961473834
2011-09-22,0.6474865387959025,0.17278155912988874,0.35531798652268515
2011-09-23,0.6378167344618334,0.17383850897454642,0.35535231291776254
2011-09-26,0.6328431117103309,0.1896448589803205,0.35541133579462203
2011-09-27,0.6335834890616232,0.18655506372854985,0.3554663616703408
2011-09-28,0.6347662994733945,0.18954819300334624,0.3555151983646221
2011-09-29,0.6322597199725142,0.20372575967555595,0.3555763237729364
2011-09-30,0.6300783382153107,0.20412376475682234,0.3556480504629952
2011-10-03,0.6255049024088926,0.2018423491533057,0.35574228569863575
2011-10-04,0.6276041274863765,0.19218954658545612,0.3558255536327107
2011-10-05,0.627591986082351,0.19550113060012644,0.35590846593413533
2011-10-06,0.6292586237734018,0.19554876930823697,0.35598263048559764
2011-10-07,0.6269083116184494,0.19100838655555658,0.35606817577507743
2011-10-10,0.628005292788701,0.19285354730026452,0.3561478084322585
2011-10-11,0.6252586487640838,0.18747995297891512,0.3562407761462768
2011-10-12,0.6307191384112382,0.18162602521026666,0.3563059765734892
2011-10-13,0.6329049467183152,0.17808850155180395,0.3563599219570302
2011-10-14,0.6332657537235483,0.17613646649056225,0.35641179357862735
2011-10-17,0.6299160279898852,0.17559290025415153,0.3564801544707848
2011-10-18,0.6278967215767609,0.1735637465609256,0.3565582700905471
2011-10-19,0.6292225823626242,0.17381410153698834,0.35662936582828125
2011-10-20,0.6297322417215069,0.17272645372781867,0.3566975577905323
2011-10-21,0.6323867788812438,0.16957007556530182,0.35675213610717343
2011-10-24,0.632731538016749,0.16777973029063104,0.3568047177365538
2011-10-25,0.6323774024636473,0.16751838424983365,0.3568588071355528
2011-10-26,0.6300756692725306,0.16971174350607185,0.35692413475351237
2011-10-27,0.6327325717058448,0.1697437947585938,0.3569758512212156
2011-10-28,0.6299102189376262,0.16299315797633862,0.3570414208704214
2011-10-31,0.6277349815374207,0.16572631189338788,0.3571175388583822
2011-11-01,0.6275985851358696,0.15856043438360448,0.35719395823841094
2011-11-02,0.6259188048560043,0.15537011171343698,0.35727839442293885
2011-11-03,0.6358851805862258,0.16344145119516876,0.357312576547893
2011-11-04,0.6351634396008005,0.15540540500952926,0.3573501964671495
2011-11-07,0.6327523755748434,0.16189399982453243,0.3573996836069395
2011-11-08,0.6244884119284188,0.15665443138638532,0.35749024312926275
2011-11-09,0.6318629125200597,0.1427337547599169,0.3575434773510161
2011-11-10,0.6480231338747213,0.1475709792627784,0.3575156442948874
2011-11-11,0.6499751048312318,0.1437281551852988,0.3574781905492568
2011-11-14,0.6471468262795324,0.14313168413575258,0.35745506546511285
2011-11-15,0.6474022065474629,0.1411716143436632,0.35743077910504994
2011-11-16,0.6465988755948667,0.1364984213769872,0.35741063083155034
2011-11-17,0.6461169993461148,0.1384002439918336,0.357392992680662
2011-11-18,0.6414947718608642,0.14324294826564085,0.3573985538579544
2011-11-21,0.6408847562142851,0.14471224790097226,0.35740713730759316
2011-11-22,0.6414984173763325,0.14700899854722627,0.35741260953417353
2011-11-23,0.6447831492648374,0.13264255815617912,0.3574016307401785
2011-11-25,0.6436838319109949,0.12815003629813837,0.35739620342692263
2011-11-28,0.6414187242838131,0.12824614795314968,0.35740212878836897
