signal,n_high,n_low,pct_high,lr_stat,p_value,loc_low,loc_high,loc_change,scale_low,scale_high,scale_pct,df_low,df_high
E4 > 0.8,820,3275,20.024420024420024,242.091344236047,0.0,0.016142957027125898,0.020316398512241554,0.004173441485115656,0.02597685259463968,0.04700138678798957,80.93564883102235,3.9158316077077115,6.02419473199328
SR > 0.8 (Original),906,3189,22.124542124542124,116.9584130997282,0.0,0.015627097876952455,0.02232736765490296,0.006700269777950504,0.027274710351680997,0.0358169042116969,31.31910018428272,4.0833757897061265,3.1729058597861535
Sync > 0.8,839,3256,20.488400488400487,7.50260592246741,0.05749153247231531,0.016575865763297257,0.019141543942351465,0.0025656781790542073,0.028295032918280692,0.03076495755488682,8.72918099703066,3.466920398692015,4.165677207101188
