metric,value
LR_statistic,244.808235084869
p_value,0.0
loc_low,0.016655931764947993
loc_high,0.018676528847706604
loc_change,0.0020205970827586114
scale_low,0.026755604264638147
scale_high,0.047526841605964765
scale_change_pct,77.6332208231199
df_low,3.303126492230712
df_high,3.6253152468928755
