CAGR_strat,CAGR_mkt,MaxDD_strat,MaxDD_mkt,ES5_strat,ES5_mkt,Sharpe_strat,Sharpe_mkt,Exposure_avg,RiskOff_pct,Delta_MaxDD,Delta_ES5,Delta_Sharpe
0.04968506010215257,0.0875184537201974,-0.5637645283277509,-0.5637645283277509,-0.02864789797600851,-0.03135749227931669,0.3627966470397703,0.52026148488095,0.8139380530973451,0.18606194690265487,0.0,0.00270959430330818,-0.1574648378411797
