date,close,adjClose,volume
2025-07-14,1.16656,1.16656,188197
2025-07-13,1.16783,1.16783,40317
2025-07-11,1.16911,1.16911,243393
2025-07-10,1.17006,1.17006,381604
2025-07-09,1.17218,1.17218,193830
2025-07-08,1.17256,1.17256,241445
2025-07-07,1.1708,1.1708,238564
2025-07-06,1.17744,1.17744,35413
2025-07-04,1.17706,1.17706,217956
2025-07-03,1.17566,1.17566,499958
2025-07-02,1.17986,1.17986,269441
2025-07-01,1.18062,1.18062,578966
2025-06-30,1.17868,1.17868,273438
2025-06-29,1.17149,1.17149,40459
2025-06-27,1.17163,1.17163,307368
2025-06-26,1.16999,1.16999,664104
2025-06-25,1.16585,1.16585,243265
2025-06-24,1.1609,1.1609,359815
2025-06-23,1.1576,1.1576,409701
2025-06-22,1.14963,1.14963,80079
2025-06-20,1.15211,1.15211,278801
2025-06-19,1.14935,1.14935,477726
2025-06-18,1.14791,1.14791,346694
2025-06-17,1.14793,1.14793,331150
2025-06-16,1.15593,1.15593,309500
2025-06-15,1.15262,1.15262,64429
2025-06-13,1.1551,1.1551,430033
2025-06-12,1.15804,1.15804,747418
2025-06-11,1.14873,1.14873,292490
2025-06-10,1.14202,1.14202,260106
2025-06-09,1.14175,1.14175,188219
2025-06-08,1.14078,1.14078,27684
2025-06-06,1.13927,1.13927,315997
2025-06-05,1.14443,1.14443,700240
2025-06-04,1.14168,1.14168,298352
2025-06-03,1.13696,1.13696,275272
2025-06-02,1.1439,1.1439,301649
2025-06-01,1.13525,1.13525,50551
2025-05-30,1.13463,1.13463,355051
2025-05-29,1.13658,1.13658,744814
2025-05-28,1.12905,1.12905,295802
2025-05-27,1.13264,1.13264,286337
2025-05-26,1.13811,1.13811,192902
2025-05-25,1.14082,1.14082,67311
2025-05-23,1.13575,1.13575,364066
2025-05-22,1.12783,1.12783,755850
2025-05-21,1.13283,1.13283,338751
2025-05-20,1.12818,1.12818,290343
2025-05-19,1.12409,1.12409,350421
2025-05-18,1.11883,1.11883,61231
2025-05-16,1.11614,1.11614,259873
2025-05-15,1.1184,1.1184,544510
2025-05-14,1.11739,1.11739,349022
2025-05-13,1.11841,1.11841,299556
2025-05-12,1.10819,1.10819,450138
2025-05-11,1.1229,1.1229,62807
2025-05-10,1.12499,1.12499,0
2025-05-09,1.12459,1.12459,264911
2025-05-08,1.12247,1.12247,738164
2025-05-07,1.12995,1.12995,367064
2025-05-06,1.13665,1.13665,309321
2025-05-05,1.1314,1.1314,291118
2025-05-04,1.13301,1.13301,50457
2025-05-03,1.13033,1.13033,0
2025-05-02,1.12981,1.12981,376140
2025-05-01,1.12863,1.12863,555216
2025-04-30,1.13276,1.13276,324034
2025-04-29,1.13854,1.13854,314227
2025-04-28,1.14173,1.14173,291184
2025-04-27,1.13589,1.13589,39452
2025-04-25,1.13619,1.13619,318763
2025-04-24,1.13879,1.13879,680504
2025-04-23,1.13133,1.13133,555575
2025-04-22,1.14193,1.14193,428917
2025-04-21,1.15131,1.15131,358607
2025-04-20,1.15149,1.15149,94645
2025-04-18,1.13893,1.13893,284300
2025-04-17,1.13611,1.13611,771944
2025-04-16,1.13981,1.13981,454809
2025-04-15,1.12789,1.12789,381700
2025-04-14,1.13499,1.13499,532319
2025-04-11,1.13583,1.13583,1027977
2025-04-10,1.11982,1.11982,1354858
2025-04-09,1.09449,1.09449,1004435
2025-04-08,1.09533,1.09533,561201
2025-04-07,1.09055,1.09055,910758
2025-04-04,1.09625,1.09625,840008
2025-04-03,1.10513,1.10513,1239182
2025-04-02,1.08489,1.08489,261025
2025-04-01,1.07925,1.07925,212621
2025-03-31,1.08147,1.08147,242168
2025-03-30,1.08239,1.08239,0
2025-03-29,1.0801,1.0801,0
2025-03-28,1.08217,1.08217,191891
2025-03-27,1.08006,1.08006,216988
2025-03-26,1.07528,1.07528,198580
2025-03-25,1.07902,1.07902,190780
2025-03-24,1.08003,1.08003,231952
2025-03-21,1.08115,1.08115,191986
2025-03-20,1.08473,1.08473,219532
2025-03-19,1.09009,1.09009,237572
2025-03-18,1.09439,1.09439,207745
2025-03-17,1.09217,1.09217,210016
2025-03-14,1.08751,1.08751,280118
2025-03-13,1.08507,1.08507,307127
2025-03-12,1.08873,1.08873,318918
2025-03-11,1.09181,1.09181,338200
2025-03-10,1.08341,1.08341,339139
2025-03-07,1.08313,1.08313,369544
2025-03-06,1.07841,1.07841,435974
2025-03-05,1.07874,1.07874,476204
2025-03-04,1.06248,1.06248,387091
2025-03-03,1.04863,1.04863,324195
2025-02-28,1.03738,1.03738,284056
2025-02-27,1.03975,1.03975,273940
2025-02-26,1.04838,1.04838,271351
2025-02-25,1.05125,1.05125,249763
2025-02-24,1.04672,1.04672,274090
2025-02-21,1.04561,1.04561,232584
2025-02-20,1.05007,1.05007,221065
2025-02-19,1.04221,1.04221,208868
2025-02-18,1.04455,1.04455,195425
2025-02-17,1.04836,1.04836,152602
2025-02-14,1.0487,1.0487,239494
2025-02-13,1.04635,1.04635,351112
2025-02-12,1.03818,1.03818,310135
2025-02-11,1.03607,1.03607,207487
2025-02-10,1.03063,1.03063,193946
2025-02-07,1.03254,1.03254,325780
2025-02-06,1.03826,1.03826,230776
2025-02-05,1.04023,1.04023,264655
2025-02-04,1.03778,1.03778,301639
2025-02-03,1.03432,1.03432,568532
2025-01-31,1.0356,1.0356,371072
2025-01-30,1.03891,1.03891,291474
2025-01-29,1.04207,1.04207,299291
2025-01-28,1.04299,1.04299,279624
2025-01-27,1.04914,1.04914,300468
2025-01-24,1.04918,1.04918,299680
2025-01-23,1.04148,1.04148,271236
2025-01-22,1.04081,1.04081,246906
2025-01-21,1.04242,1.04242,359496
2025-01-20,1.04159,1.04159,320143
2025-01-17,1.02669,1.02669,241237
2025-01-16,1.02962,1.02962,271792
2025-01-15,1.02885,1.02885,269626
2025-01-14,1.03072,1.03072,281451
2025-01-13,1.02441,1.02441,266688
2025-01-10,1.02398,1.02398,313329
2025-01-09,1.02986,1.02986,174395
2025-01-08,1.0318,1.0318,275979
2025-01-07,1.03394,1.03394,265941
2025-01-06,1.03893,1.03893,340636
2025-01-03,1.03079,1.03079,198058
2025-01-02,1.0261,1.0261,251305
2024-12-31,1.03549,1.03549,189905
2024-12-30,1.04063,1.04063,195453
2024-12-27,1.04205,1.04205,163688
2024-12-26,1.04203,1.04203,115136
2024-12-24,1.03912,1.03912,124562
2024-12-23,1.04045,1.04045,185810
2024-12-20,1.04292,1.04292,285087
2024-12-19,1.0358,1.0358,326307
2024-12-18,1.03515,1.03515,294832
2024-12-17,1.04901,1.04901,215164
2024-12-16,1.05103,1.05103,209380
2024-12-13,1.04982,1.04982,222916
2024-12-12,1.04661,1.04661,293672
2024-12-11,1.0495,1.0495,285324
2024-12-10,1.05268,1.05268,209988
2024-12-09,1.05527,1.05527,204990
2024-12-06,1.05664,1.05664,249986
2024-12-05,1.05857,1.05857,229394
2024-12-04,1.05099,1.05099,287423
2024-12-03,1.05047,1.05047,244436
2024-12-02,1.04971,1.04971,326811
2024-11-29,1.05741,1.05741,285666
2024-11-28,1.05518,1.05518,171774
2024-11-27,1.05654,1.05654,290659
2024-11-26,1.04878,1.04878,339077
2024-11-25,1.04948,1.04948,293283
2024-11-22,1.04144,1.04144,313997
2024-11-21,1.04737,1.04737,240403
2024-11-20,1.05432,1.05432,214570
2024-11-19,1.05945,1.05945,279135
2024-11-18,1.05975,1.05975,208788
2024-11-15,1.05381,1.05381,285498
2024-11-14,1.05292,1.05292,288689
2024-11-13,1.05622,1.05622,283615
2024-11-12,1.06228,1.06228,225720
2024-11-11,1.0649,1.0649,188421
2024-11-08,1.07174,1.07174,249679
2024-11-07,1.08024,1.08024,289959
2024-11-06,1.0728,1.0728,570638
2024-11-05,1.09293,1.09293,160042
2024-11-04,1.08768,1.08768,204833
2024-11-01,1.08316,1.08316,216846
2024-10-31,1.08831,1.08831,244445
2024-10-30,1.08553,1.08553,220669
2024-10-29,1.08179,1.08179,213893
2024-10-28,1.08117,1.08117,169765
2024-10-25,1.07936,1.07936,157917
2024-10-24,1.08272,1.08272,198751
2024-10-23,1.07815,1.07815,174207
2024-10-22,1.07962,1.07962,163548
2024-10-21,1.08146,1.08146,152071
2024-10-18,1.08652,1.08652,154124
2024-10-17,1.08308,1.08308,203622
2024-10-16,1.08616,1.08616,166878
2024-10-15,1.08904,1.08904,173352
2024-10-14,1.09082,1.09082,149748
2024-10-11,1.09355,1.09355,167490
2024-10-10,1.09362,1.09362,249816
2024-10-09,1.09388,1.09388,193191
2024-10-08,1.09797,1.09797,208479
2024-10-07,1.09739,1.09739,224863
2024-10-04,1.09717,1.09717,234438
2024-10-03,1.10298,1.10298,267107
2024-10-02,1.10443,1.10443,232595
2024-10-01,1.10675,1.10675,298393
2024-09-30,1.11345,1.11345,261487
2024-09-27,1.11593,1.11593,290102
2024-09-26,1.11764,1.11764,260191
2024-09-25,1.11322,1.11322,223562
2024-09-24,1.11791,1.11791,216499
2024-09-23,1.11108,1.11108,231268
2024-09-20,1.11598,1.11598,249916
2024-09-19,1.11611,1.11611,306035
2024-09-18,1.11184,1.11184,279291
2024-09-17,1.11132,1.11132,220963
2024-09-16,1.11326,1.11326,183606
2024-09-13,1.10719,1.10719,202558
2024-09-12,1.10743,1.10743,214898
2024-09-11,1.10119,1.10119,242903
2024-09-10,1.10194,1.10194,162185
2024-09-09,1.10348,1.10348,176154
2024-09-06,1.10835,1.10835,317624
2024-09-05,1.11102,1.11102,210838
2024-09-04,1.1082,1.1082,208662
2024-09-03,1.10431,1.10431,213794
2024-09-02,1.10696,1.10696,130428
2024-08-30,1.10453,1.10453,232033
2024-08-29,1.10774,1.10774,240623
2024-08-28,1.11195,1.11195,203467
2024-08-27,1.11841,1.11841,183376
2024-08-26,1.11609,1.11609,213141
2024-08-23,1.1189,1.1189,228331
2024-08-22,1.1112,1.1112,198975
2024-08-21,1.11493,1.11493,216895
2024-08-20,1.11295,1.11295,200622
2024-08-19,1.10849,1.10849,181606
2024-08-16,1.10265,1.10265,151226
2024-08-15,1.09722,1.09722,173905
2024-08-14,1.10122,1.10122,197310
2024-08-13,1.09936,1.09936,188322
2024-08-12,1.09313,1.09313,168980
2024-08-09,1.09145,1.09145,188079
2024-08-08,1.09186,1.09186,269273
2024-08-07,1.09213,1.09213,265847
2024-08-06,1.09296,1.09296,358416
2024-08-05,1.09524,1.09524,557914
2024-08-02,1.09085,1.09085,332765
2024-08-01,1.07911,1.07911,263571
2024-07-31,1.08256,1.08256,259403
2024-07-30,1.0815,1.0815,177543
2024-07-29,1.08206,1.08206,172850
2024-07-26,1.08545,1.08545,173266
2024-07-25,1.08456,1.08456,233294
2024-07-24,1.08397,1.08397,194278
2024-07-23,1.08538,1.08538,157780
2024-07-22,1.08907,1.08907,179634
2024-07-19,1.0881,1.0881,181594
2024-07-18,1.08964,1.08964,197097
2024-07-17,1.09389,1.09389,210154
2024-07-16,1.08992,1.08992,176804
2024-07-15,1.08938,1.08938,190304
2024-07-12,1.09043,1.09043,214290
2024-07-11,1.08676,1.08676,235662
2024-07-10,1.08298,1.08298,145269
2024-07-09,1.08135,1.08135,163262
2024-07-08,1.08237,1.08237,181813
2024-07-05,1.08382,1.08382,189718
2024-07-04,1.08106,1.08106,106031
2024-07-03,1.07841,1.07841,161163
2024-07-02,1.0745,1.0745,175359
2024-07-01,1.07402,1.07402,197317
2024-06-28,1.07108,1.07108,209420
2024-06-27,1.07035,1.07035,176888
2024-06-26,1.06804,1.06804,166469
2024-06-25,1.07138,1.07138,148298
2024-06-24,1.0732,1.0732,168606
2024-06-21,1.0691,1.0691,174053
2024-06-20,1.07015,1.07015,158927
2024-06-19,1.07412,1.07412,108106
2024-06-18,1.07395,1.07395,175986
2024-06-17,1.0734,1.0734,179552
2024-06-14,1.07023,1.07023,216311
2024-06-13,1.07371,1.07371,187992
2024-06-12,1.08085,1.08085,243107
2024-06-11,1.07404,1.07404,160060
2024-06-10,1.07651,1.07651,158706
2024-06-07,1.07976,1.07976,195963
2024-06-06,1.08875,1.08875,149723
2024-06-05,1.08684,1.08684,152921
2024-06-04,1.08789,1.08789,177588
2024-06-03,1.09042,1.09042,152869
2024-05-31,1.08475,1.08475,170995
2024-05-30,1.08319,1.08319,151529
2024-05-29,1.08008,1.08008,154772
2024-05-28,1.08567,1.08567,132286
2024-05-27,1.08572,1.08572,78307
2024-05-24,1.08459,1.08459,125207
2024-05-23,1.08147,1.08147,177226
2024-05-22,1.08225,1.08225,129770
2024-05-21,1.08538,1.08538,127376
2024-05-20,1.08566,1.08566,109755
2024-05-17,1.0867,1.0867,109712
2024-05-16,1.08669,1.08669,134079
2024-05-15,1.08841,1.08841,160308
2024-05-14,1.08191,1.08191,133605
2024-05-13,1.07895,1.07895,115910
2024-05-10,1.07673,1.07673,122203
2024-05-09,1.07818,1.07818,130135
2024-05-08,1.07481,1.07481,116690
2024-05-07,1.07544,1.07544,136157
2024-05-06,1.07677,1.07677,118495
2024-05-03,1.07583,1.07583,228852
2024-05-02,1.07252,1.07252,199309
2024-05-01,1.0712,1.0712,208497
2024-04-30,1.06654,1.06654,200392
2024-04-29,1.07208,1.07208,212136
2024-04-26,1.06909,1.06909,174425
2024-04-25,1.07298,1.07298,179815
2024-04-24,1.06987,1.06987,140064
2024-04-23,1.07011,1.07011,168252
2024-04-22,1.06539,1.06539,146496
2024-04-19,1.06521,1.06521,263265
2024-04-18,1.06432,1.06432,177197
2024-04-17,1.06727,1.06727,209363
2024-04-16,1.06186,1.06186,247585
2024-04-15,1.06241,1.06241,222352
2024-04-12,1.06384,1.06384,189473
2024-04-11,1.07259,1.07259,213879
2024-04-10,1.07423,1.07423,214496
2024-04-09,1.08568,1.08568,139568
2024-04-08,1.08591,1.08591,144267
2024-04-05,1.0836,1.0836,188142
2024-04-04,1.08368,1.08368,140825
2024-04-03,1.08359,1.08359,166045
2024-04-02,1.07692,1.07692,150889
2024-04-01,1.07428,1.07428,133760
2024-03-29,1.07894,1.07894,133570
2024-03-28,1.07861,1.07861,181693
2024-03-27,1.08278,1.08278,167134
2024-03-26,1.0831,1.0831,156093
2024-03-25,1.08372,1.08372,127589
2024-03-22,1.08066,1.08066,153911
2024-03-21,1.08597,1.08597,208825
2024-03-20,1.09218,1.09218,189541
2024-03-19,1.08656,1.08656,175298
2024-03-18,1.08722,1.08722,125219
2024-03-15,1.08875,1.08875,164975
2024-03-14,1.0883,1.0883,177036
2024-03-13,1.09475,1.09475,161020
2024-03-12,1.09266,1.09266,206907
2024-03-11,1.09257,1.09257,172039
2024-03-08,1.09343,1.09343,234626
2024-03-07,1.0948,1.0948,207194
2024-03-06,1.08985,1.08985,211354
2024-03-05,1.08565,1.08565,173637
2024-03-04,1.08555,1.08555,165169
2024-03-01,1.08374,1.08374,208552
2024-02-29,1.08052,1.08052,241440
2024-02-28,1.08382,1.08382,171724
2024-02-27,1.08441,1.08441,163489
2024-02-26,1.0851,1.0851,151114
2024-02-23,1.08175,1.08175,191373
2024-02-22,1.08226,1.08226,200549
2024-02-21,1.08189,1.08189,183953
2024-02-20,1.08075,1.08075,181421
2024-02-19,1.07769,1.07769,95114
2024-02-16,1.07743,1.07743,174622
2024-02-15,1.07724,1.07724,174088
2024-02-14,1.07274,1.07274,167784
2024-02-13,1.07085,1.07085,200744
2024-02-12,1.0772,1.0772,134405
2024-02-09,1.0783,1.0783,169068
2024-02-08,1.07775,1.07775,166542
2024-02-07,1.0772,1.0772,185245
2024-02-06,1.07542,1.07542,178847
2024-02-05,1.07423,1.07423,193263
2024-02-02,1.07864,1.07864,214060
2024-02-01,1.08715,1.08715,247340
2024-01-31,1.0818,1.0818,321499
2024-01-30,1.08454,1.08454,183611
2024-01-29,1.08311,1.08311,157428
2024-01-26,1.08531,1.08531,182742
2024-01-25,1.08461,1.08461,231774
2024-01-24,1.08846,1.08846,211283
2024-01-23,1.08533,1.08533,177469
2024-01-22,1.08825,1.08825,157062
2024-01-19,1.08971,1.08971,177755
2024-01-18,1.08761,1.08761,215445
2024-01-17,1.08823,1.08823,222488
2024-01-16,1.08751,1.08751,254285
2024-01-15,1.09481,1.09481,124380
2024-01-12,1.09485,1.09485,208563
2024-01-11,1.0972,1.0972,264901
2024-01-10,1.09724,1.09724,166727
2024-01-09,1.09307,1.09307,186388
2024-01-08,1.09503,1.09503,183986
2024-01-05,1.09409,1.09409,265276
2024-01-04,1.09444,1.09444,194655
2024-01-03,1.09214,1.09214,237835
2024-01-02,1.09391,1.09391,185168
2024-01-01,1.10368,1.10368,32
2023-12-29,1.10375,1.10375,185281
2023-12-28,1.10612,1.10612,186271
2023-12-27,1.1105,1.1105,142764
2023-12-26,1.10419,1.10419,85409
2023-12-25,1.10073,1.10073,150
2023-12-22,1.1014,1.1014,223089
2023-12-21,1.10107,1.10107,236052
2023-12-20,1.09392,1.09392,206264
2023-12-19,1.09807,1.09807,212675
2023-12-18,1.09235,1.09235,187960
2023-12-15,1.08937,1.08937,267921
2023-12-14,1.0992,1.0992,349241
2023-12-13,1.08739,1.08739,257628
2023-12-12,1.07941,1.07941,217159
2023-12-11,1.07645,1.07645,182462
2023-12-08,1.07588,1.07588,276916
2023-12-07,1.07935,1.07935,257723
2023-12-06,1.07641,1.07641,202118
2023-12-05,1.0796,1.0796,245704
2023-12-04,1.08358,1.08358,229710
2023-12-01,1.08789,1.08789,260085
2023-11-30,1.08851,1.08851,256558
2023-11-29,1.09692,1.09692,233504
2023-11-28,1.09926,1.09926,218137
2023-11-27,1.09535,1.09535,173561
2023-11-24,1.09328,1.09328,139992
2023-11-23,1.0902,1.0902,112566
2023-11-22,1.08882,1.08882,204684
2023-11-21,1.09108,1.09108,193759
2023-11-20,1.09401,1.09401,182851
2023-11-17,1.09088,1.09088,192830
2023-11-16,1.08519,1.08519,196130
2023-11-15,1.08464,1.08464,214313
2023-11-14,1.08787,1.08787,226721
2023-11-13,1.06986,1.06986,151621
2023-11-10,1.06842,1.06842,177803
2023-11-09,1.06673,1.06673,217756
2023-11-08,1.0709,1.0709,179232
2023-11-07,1.06997,1.06997,181635
2023-11-06,1.07172,1.07172,164436
2023-11-03,1.07277,1.07277,239978
2023-11-02,1.06216,1.06216,226822
2023-11-01,1.05698,1.05698,277003
2023-10-31,1.05744,1.05744,249790
2023-10-30,1.0615,1.0615,194870
2023-10-27,1.05586,1.05586,219292
2023-10-26,1.05621,1.05621,254162
2023-10-25,1.05659,1.05659,210006
2023-10-24,1.05895,1.05895,234581
2023-10-23,1.06685,1.06685,214548
2023-10-20,1.0593,1.0593,238450
2023-10-19,1.05823,1.05823,323661
2023-10-18,1.05365,1.05365,256268
2023-10-17,1.05771,1.05771,251178
2023-10-16,1.05602,1.05602,210351
2023-10-13,1.05067,1.05067,260070
2023-10-12,1.0528,1.0528,265275
2023-10-11,1.06193,1.06193,275959
2023-10-10,1.06051,1.06051,285371
2023-10-09,1.05665,1.05665,229574
2023-10-06,1.05844,1.05844,315089
2023-10-05,1.05468,1.05468,261253
2023-10-04,1.05036,1.05036,273998
2023-10-03,1.04663,1.04663,291991
2023-10-02,1.04771,1.04771,240473
2023-09-29,1.05739,1.05739,264413
2023-09-28,1.05654,1.05654,272318
2023-09-27,1.05022,1.05022,231420
2023-09-26,1.05722,1.05722,190290
2023-09-25,1.0593,1.0593,183573
2023-09-22,1.06452,1.06452,206750
2023-09-21,1.06579,1.06579,252047
2023-09-20,1.06605,1.06605,227339
2023-09-19,1.06792,1.06792,164676
2023-09-18,1.06915,1.06915,150744
2023-09-15,1.06596,1.06596,199177
2023-09-14,1.06429,1.06429,265028
2023-09-13,1.07292,1.07292,243270
2023-09-12,1.07538,1.07538,173063
2023-09-11,1.07502,1.07502,196154
2023-09-08,1.06982,1.06982,177503
2023-09-07,1.06957,1.06957,186203
2023-09-06,1.07269,1.07269,213967
2023-09-05,1.0722,1.0722,214819
2023-09-04,1.07938,1.07938,100156
2023-09-01,1.07731,1.07731,252650
2023-08-31,1.08433,1.08433,229549
2023-08-30,1.09231,1.09231,231468
2023-08-29,1.08798,1.08798,234580
2023-08-28,1.08188,1.08188,173417
2023-08-25,1.07946,1.07946,254917
2023-08-24,1.08103,1.08103,219687
2023-08-23,1.08629,1.08629,253181
2023-08-22,1.08453,1.08453,211986
2023-08-21,1.08956,1.08956,205540
2023-08-18,1.08682,1.08682,229512
2023-08-17,1.0872,1.0872,261594
2023-08-16,1.08792,1.08792,257202
2023-08-15,1.09014,1.09014,286931
2023-08-14,1.09056,1.09056,231967
2023-08-11,1.09445,1.09445,232342
2023-08-10,1.09808,1.09808,281872
2023-08-09,1.09738,1.09738,199159
2023-08-08,1.09563,1.09563,227206
2023-08-07,1.10023,1.10023,182895
2023-08-04,1.1008,1.1008,275336
2023-08-03,1.09491,1.09491,282070
2023-08-02,1.09378,1.09378,274565
2023-08-01,1.09843,1.09843,218913
2023-07-31,1.09967,1.09967,232724
2023-07-28,1.1013,1.1013,336104
2023-07-27,1.09752,1.09752,345743
2023-07-26,1.10857,1.10857,268423
2023-07-25,1.10482,1.10482,193454
2023-07-24,1.10638,1.10638,248302
2023-07-21,1.11245,1.11245,209209
2023-07-20,1.11291,1.11291,231875
2023-07-19,1.11972,1.11972,253554
2023-07-18,1.12281,1.12281,265251
2023-07-17,1.12314,1.12314,180557
2023-07-14,1.12251,1.12251,245341
2023-07-13,1.12262,1.12262,254599
2023-07-12,1.11279,1.11279,264919
2023-07-11,1.10084,1.10084,199836
2023-07-10,1.10006,1.10006,203583
2023-07-07,1.09682,1.09682,259126
2023-07-06,1.08876,1.08876,273798
2023-07-05,1.08538,1.08538,198950
2023-07-04,1.08777,1.08777,107948
2023-07-03,1.09091,1.09091,187352
2023-06-30,1.09097,1.09097,232064
2023-06-29,1.08627,1.08627,237608
2023-06-28,1.09126,1.09126,228874
2023-06-27,1.09604,1.09604,215828
2023-06-26,1.09057,1.09057,186029
2023-06-23,1.08915,1.08915,258988
2023-06-22,1.09557,1.09557,232043
2023-06-21,1.09859,1.09859,244821
2023-06-20,1.09179,1.09179,220629
2023-06-19,1.09212,1.09212,130704
2023-06-16,1.09406,1.09406,218525
2023-06-15,1.09447,1.09447,236258
